,gen,nevals,avg,std,min,max
0,0,50,[0.92205065],[0.05746499],[0.76575655],[0.9901687]
1,1,5,[0.7786159],[0.],[0.7786159],[0.7786159]
2,2,5,[0.7993296],[0.08744421],[0.62444115],[0.8430517]
3,3,5,[0.6576607],[0.0679554],[0.62368304],[0.79357153]
4,4,5,[0.6917799],[0.03327964],[0.6751401],[0.75833917]
5,5,5,[0.7045435],[0.06703625],[0.57534325],[0.7568649]
6,6,5,[0.4694764],[0.2616757],[0.25601238],[0.80726576]
7,7,5,[0.7388915],[0.00944238],[0.7311818],[0.750456]
8,8,5,[0.69875306],[0.05721068],[0.65207154],[0.7720581]
9,9,5,[0.6781597],[0.06490856],[0.6457054],[0.8079768]
10,10,5,[0.53489316],[0.23229505],[0.34522504],[0.8193953]
11,11,5,[0.79152757],[0.01904375],[0.76678115],[0.8257477]
12,12,5,[0.80089056],[0.05028661],[0.76000404],[0.8694982]
13,13,5,[0.6894187],[0.],[0.6894187],[0.6894187]
14,14,5,[0.55175567],[0.13784766],[0.4392035],[0.72058386]
15,15,5,[0.784357],[0.03154504],[0.74671394],[0.8224167]
16,16,5,[0.77987844],[0.02294715],[0.751774],[0.7986147]
17,17,5,[0.7489492],[0.04704943],[0.7254245],[0.8430481]
18,18,5,[0.47548968],[2.9802322e-08],[0.47548965],[0.47548965]
19,19,5,[0.828091],[0.04155954],[0.8061017],[0.9111225]
20,20,5,[0.7929987],[0.00058418],[0.79252166],[0.7937141]
21,21,5,[0.8325965],[0.04413233],[0.80668825],[0.91995645]
22,22,5,[0.59911364],[0.0127524],[0.58870137],[0.6147321]
23,23,5,[0.66512424],[0.11961412],[0.5674815],[0.8155858]
24,24,5,[0.60348046],[0.05152689],[0.56140894],[0.66658777]
25,25,5,[0.7457017],[0.00513004],[0.741513],[0.75198466]
26,26,5,[0.8275285],[0.00269065],[0.82533157],[0.83082384]
27,27,5,[0.4361155],[0.18197086],[0.29740077],[0.7472741]
28,28,5,[0.7493149],[0.03128322],[0.7237722],[0.7876288]
29,29,5,[0.7705644],[0.00117369],[0.76997745],[0.77291167]
30,30,5,[0.78400385],[0.02699134],[0.7638965],[0.8316345]
