,gen,nevals,avg,std,min,max
0,0,30,[0.92733675],[0.05583779],[0.79816836],[0.99591297]
1,1,5,[0.8677169],[0.00822129],[0.86100423],[0.87778586]
2,2,5,[0.80553865],[0.0332028],[0.776764],[0.8675563]
3,3,5,[0.8060439],[0.02298397],[0.78727764],[0.83419347]
4,4,5,[0.7671279],[0.04988041],[0.72736365],[0.8627731]
5,5,5,[0.7163715],[0.0863779],[0.5853072],[0.85811025]
6,6,5,[0.7431974],[0.11719128],[0.60018754],[0.856726]
7,7,5,[0.42179602],[0.12108018],[0.36125594],[0.6639564]
8,8,5,[0.72984874],[0.01399345],[0.722852],[0.7578356]
9,9,5,[0.73394406],[0.02218418],[0.722852],[0.77831244]
10,10,5,[0.72663695],[0.00463562],[0.722852],[0.7323144]
11,11,5,[0.7592796],[0.02238898],[0.7323144],[0.7809664]
12,12,5,[0.7380862],[0.02099273],[0.72758985],[0.7800717]
13,13,5,[0.6510944],[0.09469316],[0.57465106],[0.7881992]
14,14,5,[0.8886732],[0.00094321],[0.88820165],[0.8905597]
15,15,5,[0.85048455],[0.00169718],[0.84963596],[0.8538789]
16,16,5,[0.48311886],[0.17996845],[0.39313465],[0.8430558]
17,17,5,[0.51313275],[0.16499193],[0.39313465],[0.8116944]
18,18,5,[0.4501171],[0.11396497],[0.39313465],[0.67804706]
19,19,5,[0.5030941],[0.13467228],[0.39313465],[0.6680333]
20,20,5,[0.61914885],[0.03991398],[0.58655924],[0.6680333]
21,21,5,[0.77649146],[0.00742133],[0.7727808],[0.7913341]
22,22,5,[0.7703808],[0.0019596],[0.76878077],[0.7727808]
23,23,5,[0.66561884],[0.08611689],[0.59530467],[0.77109003]
24,24,5,[0.7007759],[0.08611689],[0.59530467],[0.77109003]
25,25,5,[0.8259341],[0.06781263],[0.77056533],[0.9089873]
