,gen,nevals,avg,std,min,max
0,0,30,[0.9184189],[0.04948798],[0.79557836],[0.9894319]
1,1,5,[0.86506575],[0.03055208],[0.8497898],[0.92617]
2,2,5,[0.8257166],[0.0196557],[0.80966777],[0.8497898]
3,3,5,[0.3224826],[0.12839289],[0.25828615],[0.5792684]
4,4,5,[0.25828615],[0.],[0.25828615],[0.25828615]
5,5,5,[0.44060272],[0.14886089],[0.25828615],[0.56214714]
6,6,5,[0.56214714],[0.],[0.56214714],[0.56214714]
7,7,5,[0.6968432],[0.02724299],[0.6832217],[0.7513292]
8,8,5,[0.6912991],[0.01615474],[0.6832217],[0.72360855]
9,9,5,[0.8333974],[0.00500314],[0.83089584],[0.8434037]
10,10,5,[0.773107],[0.06806987],[0.73417324],[0.90895593]
11,11,5,[0.74839675],[0.01662233],[0.7348248],[0.76875496]
12,12,5,[0.7414813],[0.02762649],[0.7276132],[0.796734]
13,13,5,[0.7025031],[0.02697482],[0.6695326],[0.7276132]
14,14,5,[0.7109102],[0.00600412],[0.7079082],[0.7229185]
15,15,5,[0.74570644],[0.03265073],[0.72938114],[0.811008]
16,16,5,[0.75100267],[0.04011241],[0.72938114],[0.83107346]
17,17,5,[0.75445336],[0.04058839],[0.72731405],[0.83199316]
18,18,5,[0.62481505],[0.0512495],[0.5991903],[0.72731405]
19,19,5,[0.7535483],[0.],[0.7535483],[0.7535483]
20,20,5,[0.7535483],[0.],[0.7535483],[0.7535483]
21,21,5,[0.73983246],[0.00685794],[0.73640347],[0.7535483]
22,22,5,[0.80821264],[0.08794788],[0.73640347],[0.91592634]
23,23,5,[0.81403846],[0.00535876],[0.80966306],[0.8206016]
24,24,5,[0.81465685],[0.0022372],[0.81283015],[0.8173968]
25,25,5,[0.6620357],[0.1359421],[0.5510394],[0.8285301]
