,gen,nevals,avg,std,min,max
0,0,50,[0.92113936],[0.05200297],[0.7789312],[0.9816277]
1,1,5,[0.79115456],[0.],[0.79115456],[0.79115456]
2,2,5,[0.79115456],[0.],[0.79115456],[0.79115456]
3,3,5,[0.79115456],[0.],[0.79115456],[0.79115456]
4,4,5,[0.68903154],[0.08338308],[0.62094957],[0.79115456]
5,5,5,[0.6540232],[0.06614725],[0.62094957],[0.7863177]
6,6,5,[0.62094957],[0.],[0.62094957],[0.62094957]
7,7,5,[0.62094957],[0.],[0.62094957],[0.62094957]
8,8,5,[0.62094957],[0.],[0.62094957],[0.62094957]
9,9,5,[0.62094957],[0.],[0.62094957],[0.62094957]
10,10,5,[0.62094957],[0.],[0.62094957],[0.62094957]
11,11,5,[0.62094957],[0.],[0.62094957],[0.62094957]
12,12,5,[0.62094957],[0.],[0.62094957],[0.62094957]
13,13,5,[0.62094957],[0.],[0.62094957],[0.62094957]
14,14,5,[0.62094957],[0.],[0.62094957],[0.62094957]
15,15,5,[0.62094957],[0.],[0.62094957],[0.62094957]
16,16,5,[0.62094957],[0.],[0.62094957],[0.62094957]
17,17,5,[0.62094957],[0.],[0.62094957],[0.62094957]
18,18,5,[0.62094957],[0.],[0.62094957],[0.62094957]
19,19,5,[0.62094957],[0.],[0.62094957],[0.62094957]
20,20,5,[0.62094957],[0.],[0.62094957],[0.62094957]
21,21,5,[0.62094957],[0.],[0.62094957],[0.62094957]
22,22,5,[0.62094957],[0.],[0.62094957],[0.62094957]
23,23,5,[0.62094957],[0.],[0.62094957],[0.62094957]
24,24,5,[0.62094957],[0.],[0.62094957],[0.62094957]
25,25,5,[0.62094957],[0.],[0.62094957],[0.62094957]
26,26,5,[0.62094957],[0.],[0.62094957],[0.62094957]
27,27,5,[0.62094957],[0.],[0.62094957],[0.62094957]
28,28,5,[0.62094957],[0.],[0.62094957],[0.62094957]
29,29,5,[0.62094957],[0.],[0.62094957],[0.62094957]
30,30,5,[0.62094957],[0.],[0.62094957],[0.62094957]
