,gen,nevals,avg,std,min,max
0,0,30,[0.9428107],[0.03913357],[0.85918665],[0.9911303]
1,1,5,[0.8112322],[0.00241733],[0.81002355],[0.81606686]
2,2,5,[0.8408615],[0.04226082],[0.80227804],[0.9025805]
3,3,5,[0.794652],[0.00381303],[0.7927455],[0.80227804]
4,4,5,[0.749308],[0.02604383],[0.7280433],[0.78120506]
5,5,5,[0.5751459],[0.06683762],[0.5417271],[0.7088212]
6,6,5,[0.5417271],[0.],[0.5417271],[0.5417271]
7,7,5,[0.57797635],[0.07249842],[0.5417271],[0.72297317]
8,8,5,[0.63591886],[0.09641303],[0.548055],[0.8120925]
9,9,5,[0.6031369],[0.01700701],[0.58230764],[0.61702305]
10,10,5,[0.6363937],[0.14766786],[0.36537483],[0.7420243]
11,11,5,[0.608912],[0.],[0.608912],[0.608912]
12,12,5,[0.59974325],[0.00748626],[0.59363073],[0.608912]
13,13,5,[0.73395973],[0.05256963],[0.7076749],[0.839099]
14,14,5,[0.6153099],[0.],[0.6153099],[0.6153099]
15,15,5,[0.6153099],[0.],[0.6153099],[0.6153099]
16,16,5,[0.3061077],[0.06980268],[0.24911407],[0.3915982]
17,17,5,[0.5046156],[0.25589603],[0.19687824],[0.7982407]
18,18,5,[0.39317933],[0.12745851],[0.32945007],[0.6480964]
19,19,5,[0.32945007],[0.],[0.32945007],[0.32945007]
20,20,5,[0.32945007],[0.],[0.32945007],[0.32945007]
21,21,5,[0.41682118],[0.1747422],[0.32945007],[0.76630557]
22,22,5,[0.39761153],[0.],[0.39761153],[0.39761153]
23,23,5,[0.56881297],[0.20982152],[0.39761153],[0.83788013]
24,24,5,[0.71802443],[0.],[0.71802443],[0.71802443]
25,25,5,[0.73297775],[0.02470514],[0.71802443],[0.78162515]
