,gen,nevals,avg,std,min,max
0,0,50,[0.9199486],[0.06139977],[0.77244765],[0.9934929]
1,1,5,[0.7120561],[0.09971158],[0.66220033],[0.9114793]
2,2,5,[0.65382856],[0.08645678],[0.5832369],[0.75971603]
3,3,5,[0.81013215],[0.00166428],[0.80930007],[0.81346077]
4,4,5,[0.76591563],[0.00533714],[0.75524133],[0.7685842]
5,5,5,[0.85183793],[0.02893918],[0.83149624],[0.90866643]
6,6,5,[0.80993146],[0.],[0.80993146],[0.80993146]
7,7,5,[0.71440935],[0.0919173],[0.6393592],[0.8269846]
8,8,5,[0.8447232],[0.04184932],[0.82316154],[0.92839813]
9,9,5,[0.3479952],[0.06834064],[0.29219526],[0.431695]
10,10,5,[0.6316978],[0.],[0.6316978],[0.6316978]
11,11,5,[0.75278664],[0.0035187],[0.7510273],[0.75982404]
12,12,5,[0.8146945],[0.03533699],[0.797026],[0.88536847]
13,13,5,[0.5739683],[0.1444438],[0.45603046],[0.7508751]
14,14,5,[0.40700215],[0.15977494],[0.3271147],[0.72655207]
15,15,5,[0.82361066],[0.],[0.82361066],[0.82361066]
16,16,5,[0.8205902],[0.00566122],[0.8159678],[0.8275237]
17,17,5,[0.63343614],[0.],[0.63343614],[0.63343614]
18,18,5,[0.7673032],[0.09569452],[0.65010184],[0.84543747]
19,19,5,[0.83154833],[0.02329439],[0.80301857],[0.85056806]
20,20,5,[0.7634195],[0.],[0.7634195],[0.7634195]
21,21,5,[0.9041151],[0.0073334],[0.90044844],[0.91878194]
22,22,5,[0.77956736],[0.03984816],[0.7470315],[0.8283712]
23,23,5,[0.76688224],[0.],[0.76688224],[0.76688224]
24,24,5,[0.76625097],[0.06800326],[0.71100074],[0.8597983]
25,25,5,[0.83870876],[0.03171197],[0.812816],[0.8775478]
26,26,5,[0.77855086],[0.01315027],[0.7700634],[0.80401725]
27,27,5,[0.78036845],[0.04004856],[0.75039],[0.85062575]
28,28,5,[0.6364099],[0.06884401],[0.60198784],[0.77409786]
29,29,5,[0.70664334],[0.06830667],[0.65087116],[0.79030156]
30,30,5,[0.45354208],[0.11349178],[0.36087644],[0.59254056]
