,gen,nevals,avg,std,min,max
0,0,50,[0.9172295],[0.06463014],[0.75526935],[0.9887067]
1,1,5,[0.78244877],[0.06354511],[0.7423022],[0.90860265]
2,2,5,[0.6481607],[0.02841819],[0.6249573],[0.6829657]
3,3,5,[0.7929641],[0.05470456],[0.76318026],[0.90209866]
4,4,5,[0.7739528],[0.00178216],[0.7730617],[0.7775171]
5,5,5,[0.7386285],[0.04571476],[0.71577114],[0.83005804]
6,6,5,[0.6395888],[0.09126175],[0.56507385],[0.75136113]
7,7,5,[0.79238594],[0.10771674],[0.7046442],[0.93572146]
8,8,5,[0.8249342],[0.03192881],[0.7991242],[0.87075824]
9,9,5,[0.73930895],[0.08953293],[0.69454247],[0.9183748]
10,10,5,[0.81273127],[0.00592863],[0.8078906],[0.81999236]
11,11,5,[0.92460334],[0.00843468],[0.920386],[0.9414727]
12,12,5,[0.7492436],[0.03266692],[0.7329102],[0.8145775]
13,13,5,[0.6776935],[0.129902],[0.58051366],[0.9057532]
14,14,5,[0.6626173],[0.11299822],[0.5745837],[0.8481402]
15,15,5,[0.70879424],[0.04472509],[0.68643165],[0.79824436]
16,16,5,[0.74932647],[0.04448268],[0.7270851],[0.8382918]
17,17,5,[0.82054645],[0.02413621],[0.80847836],[0.8688189]
18,18,5,[0.821978],[0.0271775],[0.78869253],[0.84416837]
19,19,5,[0.8009332],[0.01000402],[0.7959312],[0.82094127]
20,20,5,[0.7691537],[0.03139915],[0.7534541],[0.831952]
21,21,5,[0.6874584],[0.09792151],[0.6116597],[0.8504124]
22,22,5,[0.7969983],[0.04156845],[0.77621406],[0.8801352]
23,23,5,[0.7799897],[0.039119],[0.7480492],[0.8279005]
24,24,5,[0.8438999],[0.05366799],[0.77829266],[0.89361376]
25,25,5,[0.79010355],[0.],[0.79010355],[0.79010355]
26,26,5,[0.81180465],[0.03740792],[0.7931007],[0.8866205]
27,27,5,[0.7022462],[0.10316242],[0.61801445],[0.82859385]
28,28,5,[0.6909052],[0.00068505],[0.6905627],[0.69227535]
29,29,5,[0.7609836],[0.0108228],[0.7555722],[0.7826292]
30,30,5,[0.7813103],[0.],[0.7813103],[0.7813103]
