,gen,nevals,avg,std,min,max
0,0,50,[0.9200763],[0.05464086],[0.77090687],[0.98796684]
1,1,5,[0.9246093],[0.0046036],[0.92230743],[0.93381643]
2,2,5,[0.83286536],[0.],[0.83286536],[0.83286536]
3,3,5,[0.7802852],[0.02042689],[0.77007174],[0.821139]
4,4,5,[0.7857923],[0.03390802],[0.75810647],[0.82732093]
5,5,5,[0.8177608],[0.05804915],[0.72902155],[0.9124294]
6,6,5,[0.8994299],[0.00502839],[0.8962248],[0.9092064]
7,7,5,[0.8162405],[0.00039923],[0.8159145],[0.8167294]
8,8,5,[0.8972238],[0.02019907],[0.8839897],[0.93613344]
9,9,5,[0.7879782],[0.04093067],[0.7571599],[0.85923904]
10,10,5,[0.77095115],[0.06048676],[0.7371618],[0.891386]
11,11,5,[0.817289],[0.05776831],[0.71713406],[0.8980982]
12,12,5,[0.891914],[0.05856148],[0.77613187],[0.9379702]
13,13,5,[0.8121479],[0.00669763],[0.80879915],[0.8255432]
14,14,5,[0.85373724],[0.03389232],[0.81265235],[0.88554096]
15,15,5,[0.52848804],[0.22294454],[0.34743935],[0.83667773]
16,16,5,[0.8085022],[0.03707597],[0.7899642],[0.88265413]
17,17,5,[0.81456584],[0.01784196],[0.799998],[0.83641773]
18,18,5,[0.79491276],[0.014133],[0.76664674],[0.80197924]
19,19,5,[0.6856185],[0.],[0.6856185],[0.6856185]
20,20,5,[0.76668507],[0.01040632],[0.76012176],[0.78697944]
21,21,5,[0.6808948],[0.06249568],[0.6298673],[0.7574361]
22,22,5,[0.7777312],[0.11878689],[0.64980036],[0.9662892]
23,23,5,[0.7112464],[0.00940626],[0.70654327],[0.7300589]
24,24,5,[0.7714342],[0.00668552],[0.7680915],[0.7848053]
25,25,5,[0.68287134],[0.12584932],[0.5589602],[0.90213007]
26,26,5,[0.7411088],[0.01870897],[0.72583294],[0.76402247]
27,27,5,[0.7704933],[0.00308568],[0.76895046],[0.7766647]
28,28,5,[0.8183586],[5.9604645e-08],[0.81835866],[0.81835866]
29,29,5,[0.7878168],[0.04616227],[0.7647357],[0.8801414]
30,30,5,[0.6639637],[0.09255255],[0.6176874],[0.84906876]
