,gen,nevals,avg,std,min,max
0,0,30,[0.93569875],[0.04198955],[0.8325207],[1.0041183]
1,1,5,[0.7860197],[0.02203127],[0.7683188],[0.8187746]
2,2,5,[0.76547897],[0.01404126],[0.7584584],[0.7935615]
3,3,5,[0.76677465],[0.02391225],[0.74504185],[0.81345636]
4,4,5,[0.5885544],[0.],[0.5885544],[0.5885544]
5,5,5,[0.6753882],[0.10707141],[0.5885544],[0.82526726]
6,6,5,[0.73178774],[0.11803479],[0.5885544],[0.8564322]
7,7,5,[0.6484653],[0.05916896],[0.6188808],[0.7668032]
8,8,5,[0.6188808],[0.],[0.6188808],[0.6188808]
9,9,5,[0.75484526],[0.02491648],[0.74238706],[0.80467826]
10,10,5,[0.71893007],[0.05798028],[0.6715894],[0.78994113]
11,11,5,[0.50856626],[0.17644756],[0.29284763],[0.6715894]
12,12,5,[0.5278638],[0.22376293],[0.34520954],[0.80990946]
13,13,5,[0.7405953],[0.08406152],[0.67195934],[0.8435492]
14,14,5,[0.7970408],[0.02686742],[0.76413506],[0.81897795]
15,15,5,[0.45572],[0.13011587],[0.34948087],[0.61507875]
16,16,5,[0.69624287],[0.07363366],[0.6361212],[0.7864253]
17,17,5,[0.75275826],[0.03220259],[0.7150423],[0.7950951]
18,18,5,[0.7599194],[0.],[0.7599194],[0.7599194]
19,19,5,[0.7645833],[0.00932782],[0.7599194],[0.78323895]
20,20,5,[0.719336],[0.00684054],[0.71591574],[0.7330171]
21,21,5,[0.7268931],[0.02195487],[0.71591574],[0.7708029]
22,22,5,[0.72946393],[0.01320564],[0.7186816],[0.7456375]
23,23,5,[0.7309958],[0.02462831],[0.7186816],[0.78025234]
24,24,5,[0.7664715],[0.02736874],[0.7527872],[0.821209]
25,25,5,[0.76771027],[0.00746155],[0.7527872],[0.77144104]
