,gen,nevals,avg,std,min,max
0,0,50,[0.9208542],[0.05845841],[0.7438297],[1.0097423]
1,1,5,[0.7931581],[0.],[0.7931581],[0.7931581]
2,2,5,[0.47469783],[0.14006044],[0.30315956],[0.58905673]
3,3,5,[0.68449265],[0.12361131],[0.5842288],[0.85727733]
4,4,5,[0.7933584],[0.01223637],[0.7833674],[0.8083448]
5,5,5,[0.37985238],[0.17768258],[0.2910111],[0.7352175]
6,6,5,[0.7379097],[0.00485251],[0.73548335],[0.7476146]
7,7,5,[0.56948197],[0.],[0.56948197],[0.56948197]
8,8,5,[0.6681388],[0.],[0.6681388],[0.6681388]
9,9,5,[0.22733466],[0.],[0.22733466],[0.22733466]
10,10,5,[0.60831165],[0.02919342],[0.58447534],[0.64406615]
11,11,5,[0.6670855],[0.09703904],[0.61856604],[0.8611636]
12,12,5,[0.825515],[0.07711881],[0.75550115],[0.9666958]
13,13,5,[0.8001666],[0.02936015],[0.7854865],[0.8588869]
14,14,5,[0.74118936],[0.12088288],[0.59313864],[0.83988976]
15,15,5,[0.86729354],[0.],[0.86729354],[0.86729354]
16,16,5,[0.7524293],[0.03075645],[0.7370511],[0.81394225]
17,17,5,[0.8157074],[0.02384698],[0.8037839],[0.86340135]
18,18,5,[0.5989034],[0.],[0.5989034],[0.5989034]
19,19,5,[0.8177639],[0.00440207],[0.8141696],[0.8231553]
20,20,5,[0.6744062],[0.03246516],[0.6478985],[0.7141677]
21,21,5,[0.6986432],[0.05006291],[0.657767],[0.7599575]
22,22,5,[0.7801205],[0.],[0.7801205],[0.7801205]
23,23,5,[0.75108576],[0.01305301],[0.74455917],[0.7771917]
24,24,5,[0.8601454],[0.01854957],[0.8374269],[0.87529105]
25,25,5,[0.8603231],[0.02367029],[0.8409963],[0.8893131]
26,26,5,[0.8015205],[0.03621437],[0.7719516],[0.8458739]
27,27,5,[0.81603223],[0.03678308],[0.7736378],[0.86701095]
28,28,5,[0.7620084],[0.0006547],[0.76147383],[0.76281023]
29,29,5,[0.7798213],[0.00174642],[0.778948],[0.78331405]
30,30,5,[0.79154],[0.01665672],[0.7779399],[0.8119403]
