,gen,nevals,avg,std,min,max
0,0,50,[0.9156717],[0.06182459],[0.7521253],[0.9940071]
1,1,5,[0.8549158],[0.04966889],[0.81436133],[0.9157475]
2,2,5,[0.8136423],[0.00088071],[0.8125636],[0.81436133]
3,3,5,[0.81292313],[0.00071909],[0.8125636],[0.81436133]
4,4,5,[0.8052944],[0.00363462],[0.80347705],[0.8125636]
5,5,5,[0.79334503],[0.02550287],[0.76217973],[0.8172193]
6,6,5,[0.74716836],[0.01225675],[0.73716074],[0.76217973]
7,7,5,[0.73855525],[0.00129151],[0.7379095],[0.7411383]
8,8,5,[0.7185546],[0.0158032],[0.70565134],[0.7379095]
9,9,5,[0.70565134],[0.],[0.70565134],[0.70565134]
10,10,5,[0.70565134],[0.],[0.70565134],[0.70565134]
11,11,5,[0.6378317],[0.05537452],[0.5926186],[0.70565134]
12,12,5,[0.37211984],[0.09710479],[0.32356745],[0.5663294]
13,13,5,[0.32356745],[0.],[0.32356745],[0.32356745]
14,14,5,[0.32356745],[0.],[0.32356745],[0.32356745]
15,15,5,[0.32356745],[0.],[0.32356745],[0.32356745]
16,16,5,[0.32356745],[0.],[0.32356745],[0.32356745]
17,17,5,[0.32356745],[0.],[0.32356745],[0.32356745]
18,18,5,[0.32356745],[0.],[0.32356745],[0.32356745]
19,19,5,[0.32356745],[0.],[0.32356745],[0.32356745]
20,20,5,[0.32356745],[0.],[0.32356745],[0.32356745]
21,21,5,[0.32356745],[0.],[0.32356745],[0.32356745]
22,22,5,[0.32356745],[0.],[0.32356745],[0.32356745]
23,23,5,[0.41518316],[0.18323149],[0.32356745],[0.7816462]
24,24,5,[0.32356745],[0.],[0.32356745],[0.32356745]
25,25,5,[0.32356745],[0.],[0.32356745],[0.32356745]
26,26,5,[0.32356745],[0.],[0.32356745],[0.32356745]
27,27,5,[0.32356745],[0.],[0.32356745],[0.32356745]
28,28,5,[0.32356745],[0.],[0.32356745],[0.32356745]
29,29,5,[0.32356745],[0.],[0.32356745],[0.32356745]
30,30,5,[0.32356745],[0.],[0.32356745],[0.32356745]
