,gen,nevals,avg,std,min,max
0,0,50,[0.93656576],[0.04815463],[0.7639175],[0.99412256]
1,1,5,[0.8430902],[0.01237761],[0.82793075],[0.85319644]
2,2,5,[0.8759433],[0.00234647],[0.8740274],[0.8788171]
3,3,5,[0.8064109],[0.04415747],[0.7523293],[0.84246534]
4,4,5,[0.729459],[0.04202778],[0.69514346],[0.7809323]
5,5,5,[0.82604295],[0.00263939],[0.82472324],[0.8313217]
6,6,5,[0.7888224],[0.04405553],[0.7528512],[0.84277916]
7,7,5,[0.7523553],[0.02661985],[0.7229029],[0.79283255]
8,8,5,[0.78962505],[0.03849411],[0.7584327],[0.843888]
9,9,5,[0.92892027],[0.0155576],[0.90986615],[0.941623]
10,10,5,[0.88274205],[0.0217891],[0.87184745],[0.9263202]
11,11,5,[0.75648546],[0.02770204],[0.7426344],[0.8118895]
12,12,5,[0.7839752],[0.],[0.7839752],[0.7839752]
13,13,5,[0.6939453],[0.06811352],[0.638478],[0.7849763]
14,14,5,[0.7834343],[0.],[0.7834343],[0.7834343]
15,15,5,[0.8294007],[0.01879008],[0.82000566],[0.86698085]
16,16,5,[0.782301],[0.0725641],[0.64069533],[0.83546853]
17,17,5,[0.8009685],[0.05294771],[0.77449465],[0.9068639]
18,18,5,[0.74345934],[0.07210379],[0.5995389],[0.788247]
19,19,5,[0.7646636],[0.0734842],[0.7279214],[0.91163194]
20,20,5,[0.7624657],[0.00151578],[0.7612281],[0.76432216]
21,21,5,[0.74551904],[0.03252299],[0.7292575],[0.810565]
22,22,5,[0.65400106],[0.],[0.65400106],[0.65400106]
23,23,5,[0.7267567],[0.09040381],[0.67592233],[0.90665007]
24,24,5,[0.8357288],[0.07125311],[0.7775509],[0.9229957]
25,25,5,[0.76702964],[0.],[0.76702964],[0.76702964]
26,26,5,[0.775858],[0.03114221],[0.73771673],[0.8012855]
27,27,5,[0.70871407],[0.06727894],[0.65378106],[0.7911136]
28,28,5,[0.76756734],[0.00052248],[0.76714075],[0.76820725]
29,29,5,[0.61417973],[0.0490634],[0.58964807],[0.71230656]
30,30,5,[0.6645757],[0.02945193],[0.6405283],[0.7006468]
