,gen,nevals,avg,std,min,max
0,0,30,[0.93763274],[0.05254195],[0.7916135],[0.99331063]
1,1,5,[0.83272326],[0.02065228],[0.8158607],[0.85801697]
2,2,5,[0.8158606],[5.9604645e-08],[0.8158607],[0.8158607]
3,3,5,[0.76682544],[0.02882087],[0.752415],[0.8244672]
4,4,5,[0.79744995],[0.00265489],[0.79612255],[0.80275977]
5,5,5,[0.6276276],[0.],[0.6276276],[0.6276276]
6,6,5,[0.6593826],[0.0601712],[0.62929696],[0.77972496]
7,7,5,[0.68355674],[0.11847134],[0.6243211],[0.92049944]
8,8,5,[0.6243211],[0.],[0.6243211],[0.6243211]
9,9,5,[0.5924273],[0.01594691],[0.5844538],[0.6243211]
10,10,5,[0.5650427],[0.],[0.5650427],[0.5650427]
11,11,5,[0.69215494],[0.10689498],[0.5650427],[0.80025685]
12,12,5,[0.60015565],[0.06453265],[0.56788933],[0.7292209]
13,13,5,[0.5172064],[0.10136579],[0.31447485],[0.56788933]
14,14,5,[0.49559313],[0.22611906],[0.31099084],[0.7781613]
15,15,5,[0.38468927],[0.09354343],[0.3379176],[0.57177615]
16,16,5,[0.41276327],[0.12400865],[0.31151065],[0.56464225]
17,17,5,[0.31151065],[0.],[0.31151065],[0.31151065]
18,18,5,[0.60632247],[0.00770514],[0.6000312],[0.61575925]
19,19,5,[0.48388776],[0.09483074],[0.40645877],[0.6000312]
20,20,5,[0.54378366],[0.12546283],[0.39022908],[0.6546366]
21,21,5,[0.5469931],[0.21246198],[0.38326943],[0.9036185]
22,22,5,[0.38326943],[0.],[0.38326943],[0.38326943]
23,23,5,[0.38326943],[0.],[0.38326943],[0.38326943]
24,24,5,[0.49805698],[0.09434713],[0.38326943],[0.59435195]
25,25,5,[0.5767082],[0.05853746],[0.5474395],[0.69378316]
