,gen,nevals,avg,std,min,max
0,0,30,[0.9460506],[0.03698146],[0.85156506],[0.99788177]
1,1,5,[0.8860728],[0.00914211],[0.8815018],[0.9043571]
2,2,5,[0.89648646],[0.01324369],[0.8815018],[0.91573226]
3,3,5,[0.8543792],[0.02413428],[0.84231204],[0.90264773]
4,4,5,[0.7998149],[0.02114269],[0.7890829],[0.8420973]
5,5,5,[0.75645745],[0.02056441],[0.7461752],[0.79758626]
6,6,5,[0.7461752],[0.],[0.7461752],[0.7461752]
7,7,5,[0.749452],[0.00401319],[0.7461752],[0.7543671]
8,8,5,[0.81911355],[0.07929777],[0.7543671],[0.916233]
9,9,5,[0.7513971],[0.],[0.7513971],[0.7513971]
10,10,5,[0.8698268],[0.02249079],[0.8585814],[0.9148084]
11,11,5,[0.7614338],[0.1061487],[0.7083594],[0.97373116]
12,12,5,[0.8019271],[0.13929543],[0.64118546],[0.9516907]
13,13,5,[0.888827],[0.01605403],[0.8808],[0.9209351]
14,14,5,[0.9168228],[0.02568085],[0.9039824],[0.96818453]
15,15,5,[0.8235785],[0.0531579],[0.7969995],[0.92989427]
16,16,5,[0.82001036],[0.07023129],[0.78489476],[0.960473]
17,17,5,[0.6433551],[0.11536343],[0.58567345],[0.874082]
18,18,5,[0.5500469],[0.02908891],[0.52629596],[0.58567345]
19,19,5,[0.75764525],[0.00135734],[0.75653696],[0.7593076]
20,20,5,[0.743954],[0.00963659],[0.7391357],[0.76322716]
21,21,5,[0.8652121],[0.0420368],[0.7811385],[0.88623047]
22,22,5,[0.9004677],[0.00333276],[0.8977465],[0.9045495]
23,23,5,[0.82248914],[0.],[0.82248914],[0.82248914]
24,24,5,[0.8018769],[0.00357714],[0.8000883],[0.8090311]
25,25,5,[0.8274869],[0.01727478],[0.79850155],[0.85293835]
