,gen,nevals,avg,std,min,max
0,0,50,[0.92717725],[0.04742958],[0.7831122],[0.9893763]
1,1,5,[0.7463174],[0.],[0.7463174],[0.7463174]
2,2,5,[0.49695235],[0.20360574],[0.33070892],[0.7463174]
3,3,5,[0.632952],[0.06561182],[0.60014606],[0.7641756]
4,4,5,[0.60014606],[0.],[0.60014606],[0.60014606]
5,5,5,[0.6504087],[0.10052533],[0.60014606],[0.8514594]
6,6,5,[0.741314],[0.01425982],[0.7341841],[0.7698336]
7,7,5,[0.6383475],[0.04003225],[0.6172494],[0.7183394]
8,8,5,[0.49856824],[0.18366335],[0.34860775],[0.723509]
9,9,5,[0.333696],[0.00138239],[0.33093125],[0.3343872]
10,10,5,[0.20577867],[0.06430428],[0.17362653],[0.3343872]
11,11,5,[0.7181049],[0.06528616],[0.6854618],[0.8486772]
12,12,5,[0.79317456],[0.02569027],[0.7617105],[0.8141506]
13,13,5,[0.76370513],[0.02700002],[0.75020516],[0.8177052]
14,14,5,[0.75740874],[0.00725895],[0.7517771],[0.769434]
15,15,5,[0.70461905],[0.1017414],[0.5800158],[0.78917855]
16,16,5,[0.8055397],[0.00721286],[0.7996505],[0.8143737]
17,17,5,[0.716414],[0.04404422],[0.6401132],[0.77811134]
18,18,5,[0.7505845],[0.02648928],[0.7212818],[0.79087627]
19,19,5,[0.7527418],[0.005715],[0.7480755],[0.7597412]
20,20,5,[0.76464367],[0.00980492],[0.7597412],[0.7842535]
21,21,5,[0.78874093],[0.02278155],[0.76083934],[0.807342]
22,22,5,[0.6380957],[0.06574988],[0.60522074],[0.76959544]
23,23,5,[0.73632944],[0.07702162],[0.58228624],[0.7748403]
24,24,5,[0.73303926],[0.02090049],[0.7225891],[0.7748403]
25,25,5,[0.6088814],[0.05685382],[0.5804545],[0.7225891]
26,26,5,[0.5804545],[0.],[0.5804545],[0.5804545]
27,27,5,[0.6138855],[0.06686199],[0.5804545],[0.7476095]
28,28,5,[0.5804545],[0.],[0.5804545],[0.5804545]
29,29,5,[0.6794332],[0.06117592],[0.62948334],[0.7543582]
30,30,5,[0.7202127],[0.04620025],[0.68249035],[0.7767962]
