,gen,nevals,avg,std,min,max
0,0,30,[0.9179822],[0.05402292],[0.75106186],[0.99494666]
1,1,5,[0.4806533],[0.07021283],[0.42332476],[0.5666461]
2,2,5,[0.6446506],[0.11066291],[0.42332476],[0.69998205]
3,3,5,[0.6832284],[0.12995182],[0.42332476],[0.7482043]
4,4,5,[0.63821375],[0.18210724],[0.4214718],[0.85850036]
5,5,5,[0.78140646],[0.1043208],[0.68296856],[0.9684513]
6,6,5,[0.66544867],[0.],[0.66544867],[0.66544867]
7,7,5,[0.8065136],[0.],[0.8065136],[0.8065136]
8,8,5,[0.8189495],[5.9604645e-08],[0.81894946],[0.81894946]
9,9,5,[0.7985961],[0.],[0.7985961],[0.7985961]
10,10,5,[0.6338748],[0.10852849],[0.5796105],[0.85093176]
11,11,5,[0.8186178],[0.0064213],[0.8154072],[0.8314605]
12,12,5,[0.81540716],[5.9604645e-08],[0.8154072],[0.8154072]
13,13,5,[0.8730157],[0.01690552],[0.8592208],[0.8946417]
14,14,5,[0.7895394],[0.02631719],[0.7763808],[0.84217376]
15,15,5,[0.78761715],[0.00937758],[0.7763808],[0.7986523]
16,16,5,[0.8291176],[0.0055012],[0.8254726],[0.8399946]
17,17,5,[0.6552239],[0.],[0.6552239],[0.6552239]
18,18,5,[0.85463876],[0.04754359],[0.8165932],[0.9266401]
19,19,5,[0.81202495],[0.02220433],[0.78483206],[0.8306082]
20,20,5,[0.8397478],[0.00222958],[0.8370171],[0.84156823]
21,21,5,[0.7108539],[0.02526661],[0.6799087],[0.73148394]
22,22,5,[0.3922723],[0.16645327],[0.30904564],[0.72517884]
23,23,5,[0.39273927],[0.09092185],[0.3040377],[0.55223083]
24,24,5,[0.6818035],[0.13904499],[0.4212829],[0.8013138]
25,25,5,[0.42034426],[0.15412113],[0.34328368],[0.7285865]
