,gen,nevals,avg,std,min,max
0,0,50,[0.9304016],[0.04819541],[0.82312983],[0.98985535]
1,1,5,[0.9043565],[0.00702026],[0.9008463],[0.91839695]
2,2,5,[0.81354696],[0.],[0.81354696],[0.81354696]
3,3,5,[0.81531495],[0.00353587],[0.81354696],[0.8223866]
4,4,5,[0.8136821],[0.00480813],[0.8097563],[0.81957084]
5,5,5,[0.7651824],[0.0082386],[0.7584556],[0.77527255]
6,6,5,[0.83598626],[0.05194323],[0.7723691],[0.87839776]
7,7,5,[0.8425821],[0.03248781],[0.8161526],[0.88660634]
8,8,5,[0.8161526],[0.],[0.8161526],[0.8161526]
9,9,5,[0.7761922],[0.03501533],[0.7489515],[0.8338601]
10,10,5,[0.73275125],[0.],[0.73275125],[0.73275125]
11,11,5,[0.8299192],[0.07224628],[0.7720454],[0.9388349]
12,12,5,[0.8493708],[0.07474322],[0.7902545],[0.9673898]
13,13,5,[0.77742034],[0.03392849],[0.7528585],[0.8390733]
14,14,5,[0.7577775],[0.00983791],[0.7528585],[0.7774533]
15,15,5,[0.76416945],[0.],[0.76416945],[0.76416945]
16,16,5,[0.35449547],[0.10935515],[0.2998179],[0.57320577]
17,17,5,[0.43614548],[0.11868061],[0.3392432],[0.581499]
18,18,5,[0.39585295],[0.11321946],[0.3392432],[0.62229186]
19,19,5,[0.8279087],[0.01306924],[0.81203276],[0.84153396]
20,20,5,[0.81617373],[0.0239892],[0.7681954],[0.8281684]
21,21,5,[0.82188225],[0.04554764],[0.7788098],[0.9034417]
22,22,5,[0.7516228],[0.02257774],[0.7403339],[0.79677826]
23,23,5,[0.75394154],[0.01667761],[0.7403339],[0.77534294]
24,24,5,[0.83474636],[0.07275403],[0.77534294],[0.9238515]
25,25,5,[0.751527],[0.00682686],[0.7431659],[0.7571012]
26,26,5,[0.7404393],[0.01416454],[0.7221304],[0.7571012]
27,27,5,[0.82924575],[0.05111363],[0.777998],[0.89020824]
28,28,5,[0.66307366],[0.09383532],[0.58645743],[0.777998]
29,29,5,[0.85892427],[0.08710782],[0.787801],[0.96560913]
30,30,5,[0.8246911],[0.04610551],[0.76851326],[0.8664005]
