,gen,nevals,avg,std,min,max
0,0,30,[0.9262137],[0.04856006],[0.80183583],[1.001893]
1,1,5,[0.8197309],[0.04139297],[0.77182233],[0.8763835]
2,2,5,[0.8005387],[0.01703323],[0.78663117],[0.8214001]
3,3,5,[0.8268653],[0.08285428],[0.74298567],[0.95178145]
4,4,5,[0.7715667],[0.],[0.7715667],[0.7715667]
5,5,5,[0.6541352],[0.04358463],[0.6267243],[0.73919994]
6,6,5,[0.7911296],[0.01130218],[0.78360856],[0.81276613]
7,7,5,[0.7811529],[0.00300747],[0.7774696],[0.78360856]
8,8,5,[0.7275899],[0.],[0.7275899],[0.7275899]
9,9,5,[0.65265733],[0.03746631],[0.6339241],[0.7275899]
10,10,5,[0.69534445],[0.01776239],[0.68084157],[0.7170989]
11,11,5,[0.68084157],[0.],[0.68084157],[0.68084157]
12,12,5,[0.7030877],[0.11500149],[0.6164469],[0.9031454]
13,13,5,[0.6054333],[0.01755984],[0.5928122],[0.63980585]
14,14,5,[0.74672985],[0.03298416],[0.71979845],[0.7871271]
15,15,5,[0.80354136],[0.02561672],[0.79073304],[0.85477483]
16,16,5,[0.7512499],[0.],[0.7512499],[0.7512499]
17,17,5,[0.7512499],[0.],[0.7512499],[0.7512499]
18,18,5,[0.5149004],[0.19297855],[0.35733408],[0.7512499]
19,19,5,[0.49200684],[0.19449817],[0.33319974],[0.73021746]
20,20,5,[0.6299998],[0.07763278],[0.5911834],[0.7852654]
21,21,5,[0.63620377],[0.08794235],[0.5701079],[0.81054515]
22,22,5,[0.38639766],[0.1540259],[0.30938473],[0.6944495]
23,23,5,[0.38567764],[0.19179298],[0.28342247],[0.76873606]
24,24,5,[0.37282673],[0.17880853],[0.28342247],[0.7304438]
25,25,5,[0.70196956],[0.09259992],[0.5885583],[0.7775771]
