,gen,nevals,avg,std,min,max
0,0,50,[0.94062376],[0.05294075],[0.76554215],[1.0065544]
1,1,5,[0.8041814],[0.05224493],[0.77805895],[0.90867126]
2,2,5,[0.6796243],[0.03332231],[0.66296315],[0.7462689]
3,3,5,[0.82771254],[0.01514993],[0.8099466],[0.8475358]
4,4,5,[0.8601588],[0.04215693],[0.8085273],[0.89457977]
5,5,5,[0.77156883],[0.01627593],[0.7582796],[0.7915027]
6,6,5,[0.7754732],[0.05169158],[0.71216416],[0.81767917]
7,7,5,[0.7849482],[0.01521527],[0.7694163],[0.8106518]
8,8,5,[0.71904945],[0.06361956],[0.5937675],[0.7627976]
9,9,5,[0.6897621],[0.08109295],[0.64921564],[0.851948]
10,10,5,[0.7621447],[0.01851056],[0.739474],[0.7772585]
11,11,5,[0.7804454],[0.01345711],[0.7737168],[0.8073596]
12,12,5,[0.6765351],[0.08861715],[0.6041795],[0.7850685]
13,13,5,[0.84122247],[0.00385106],[0.839297],[0.84892464]
14,14,5,[0.71142846],[0.],[0.71142846],[0.71142846]
15,15,5,[0.90067464],[0.01174777],[0.8919952],[0.9235673]
16,16,5,[0.7608442],[0.],[0.7608442],[0.7608442]
17,17,5,[0.81674767],[0.02690206],[0.8032966],[0.87055176]
18,18,5,[0.64566666],[0.07730497],[0.58254737],[0.7403455]
19,19,5,[0.8016227],[0.03648693],[0.7771397],[0.8712171]
20,20,5,[0.52786475],[0.23801303],[0.33382466],[0.83971304]
21,21,5,[0.77243376],[0.01469734],[0.76305586],[0.8010001]
22,22,5,[0.73096794],[0.15364817],[0.60720295],[0.95633584]
23,23,5,[0.64132184],[0.08244012],[0.6001018],[0.8062021]
24,24,5,[0.71714383],[0.01154549],[0.70771694],[0.7312841]
25,25,5,[0.50419307],[0.11753569],[0.36024183],[0.60016054]
26,26,5,[0.7627428],[0.01966756],[0.7386551],[0.7788013]
27,27,5,[0.7938651],[0.04967909],[0.7690255],[0.8932232]
28,28,5,[0.6110851],[0.01655914],[0.59756464],[0.63136584]
29,29,5,[0.6786956],[0.08813286],[0.6074996],[0.8057433]
30,30,5,[0.52140254],[0.1891348],[0.42683518],[0.8996722]
