,gen,nevals,avg,std,min,max
0,0,50,[0.919418],[0.06433585],[0.74963903],[0.99878275]
1,1,5,[0.88816804],[0.04608772],[0.7959926],[0.9112119]
2,2,5,[0.8300128],[0.06454312],[0.7509939],[0.8843153]
3,3,5,[0.82138205],[0.06367747],[0.7881595],[0.948729]
4,4,5,[0.81225795],[7.610321e-05],[0.8122199],[0.8124102]
5,5,5,[0.74779207],[0.01710634],[0.73923886],[0.7820047]
6,6,5,[0.7686173],[0.0541618],[0.7243944],[0.8349517]
7,7,5,[0.72375077],[0.00128717],[0.72117645],[0.7243944]
8,8,5,[0.7034485],[0.],[0.7034485],[0.7034485]
9,9,5,[0.7034485],[0.],[0.7034485],[0.7034485]
10,10,5,[0.50270355],[0.16390759],[0.3688735],[0.7034485]
11,11,5,[0.5696185],[0.1639076],[0.3688735],[0.7034485]
12,12,5,[0.48912063],[0.22811915],[0.3028621],[0.7685084]
13,13,5,[0.4077951],[0.20986597],[0.3028621],[0.82752705]
14,14,5,[0.6559592],[0.10063134],[0.53271145],[0.7381243]
15,15,5,[0.7293197],[0.],[0.7293197],[0.7293197]
16,16,5,[0.7429593],[0.0185206],[0.7293197],[0.7760633]
17,17,5,[0.7293197],[0.],[0.7293197],[0.7293197]
18,18,5,[0.6051611],[0.06207929],[0.5741215],[0.7293197]
19,19,5,[0.7377965],[0.03191321],[0.7218399],[0.8016229]
20,20,5,[0.63369924],[0.06758456],[0.5999069],[0.7688683]
21,21,5,[0.6646466],[0.07132594],[0.5999069],[0.7952371]
22,22,5,[0.6846031],[0.03409184],[0.65676725],[0.7263569]
23,23,5,[0.45885673],[0.17238556],[0.37266394],[0.80362785]
24,24,5,[0.45567647],[0.166025],[0.37266394],[0.78772646]
25,25,5,[0.37634078],[0.0039658],[0.37266394],[0.38115752]
26,26,5,[0.37406093],[0.],[0.37406093],[0.37406093]
27,27,5,[0.5670192],[0.15754983],[0.37406093],[0.69565815]
28,28,5,[0.72334814],[0.08614209],[0.66592824],[0.8935678]
29,29,5,[0.80984604],[0.00625115],[0.80474204],[0.81750214]
30,30,5,[0.776246],[0.01791041],[0.76729083],[0.81206685]
