,gen,nevals,avg,std,min,max
0,0,50,[0.92484385],[0.0698405],[0.7352537],[0.9949906]
1,1,5,[0.92952967],[0.02111875],[0.9122863],[0.95539474]
2,2,5,[0.9153088],[0.04643841],[0.8830274],[1.0022469]
3,3,5,[0.8454487],[0.00283011],[0.8431379],[0.84891486]
4,4,5,[0.8988056],[0.],[0.8988056],[0.8988056]
5,5,5,[0.7439117],[0.08132835],[0.6784269],[0.86346495]
6,6,5,[0.80279016],[0.08555661],[0.7329778],[0.9123278]
7,7,5,[0.75559217],[0.08724013],[0.7119721],[0.9300724]
8,8,5,[0.80319643],[0.04219208],[0.7821004],[0.8875806]
9,9,5,[0.66792935],[0.07136638],[0.60965896],[0.755335]
10,10,5,[0.5493704],[0.01786879],[0.53478056],[0.5712551]
11,11,5,[0.57555467],[0.],[0.57555467],[0.57555467]
12,12,5,[0.7680856],[0.],[0.7680856],[0.7680856]
13,13,5,[0.8016569],[5.9604645e-08],[0.80165696],[0.80165696]
14,14,5,[0.87086487],[0.04005856],[0.79074776],[0.8908942]
15,15,5,[0.87623847],[0.00669124],[0.8728928],[0.8896209]
16,16,5,[0.5834461],[0.11500929],[0.52594143],[0.81346464]
17,17,5,[0.5887532],[0.05736415],[0.5600712],[0.70348155]
18,18,5,[0.65789115],[0.03523351],[0.62912315],[0.70104325]
19,19,5,[0.73292893],[0.0098228],[0.72801757],[0.75257456]
20,20,5,[0.71738255],[0.03067723],[0.67981076],[0.7424304]
21,21,5,[0.6959975],[0.06748583],[0.6442569],[0.8103066]
22,22,5,[0.6676781],[0.],[0.6676781],[0.6676781]
23,23,5,[0.7911542],[0.01858761],[0.7818604],[0.82832944]
24,24,5,[0.76400924],[0.01649389],[0.7532742],[0.7966755]
25,25,5,[0.6095428],[0.],[0.6095428],[0.6095428]
26,26,5,[0.6182415],[0.24756381],[0.3321653],[0.8838373]
27,27,5,[0.7501504],[0.02326551],[0.73851764],[0.7966814]
28,28,5,[0.62540185],[0.03306061],[0.5984079],[0.6658926]
29,29,5,[0.84534997],[0.05041276],[0.8041881],[0.9070927]
30,30,5,[0.8410449],[0.02013995],[0.8222577],[0.8773963]
