,gen,nevals,avg,std,min,max
0,0,30,[0.92195386],[0.05648242],[0.74668115],[0.987994]
1,1,5,[0.88960284],[0.00975268],[0.88472646],[0.90910816]
2,2,5,[0.8620151],[0.01215167],[0.85354507],[0.88472646]
3,3,5,[0.7852882],[0.03119805],[0.76833695],[0.8475356]
4,4,5,[0.809511],[0.00330133],[0.8078603],[0.81611365]
5,5,5,[0.70535815],[0.07996093],[0.6400703],[0.8032899]
6,6,5,[0.61791104],[0.02713942],[0.5846722],[0.6400703]
7,7,5,[0.5761033],[0.00377054],[0.57421803],[0.5836444]
8,8,5,[0.57421803],[0.],[0.57421803],[0.57421803]
9,9,5,[0.5887872],[0.0291384],[0.57421803],[0.64706403]
10,10,5,[0.7965703],[0.00192972],[0.7949947],[0.79893374]
11,11,5,[0.7904995],[0.00134633],[0.7888506],[0.7915988]
12,12,5,[0.69657123],[0.07758974],[0.6332194],[0.7915988]
13,13,5,[0.85491544],[0.01099985],[0.8341924],[0.8642247]
14,14,5,[0.74993074],[0.],[0.74993074],[0.74993074]
15,15,5,[0.7580279],[0.0099963],[0.74993074],[0.7721602]
16,16,5,[0.85806715],[0.00386279],[0.8561358],[0.86579275]
17,17,5,[0.85915583],[0.0060401],[0.8561358],[0.871236]
18,18,5,[0.80492127],[0.00876204],[0.7977671],[0.81565255]
19,19,5,[0.34662718],[0.],[0.34662718],[0.34662718]
20,20,5,[0.64023584],[0.10123207],[0.5575802],[0.7642193]
21,21,5,[0.7864787],[0.0135957],[0.77537787],[0.80313]
22,22,5,[0.7830887],[0.03321738],[0.7559668],[0.8237715]
23,23,5,[0.77450925],[0.03101802],[0.7491831],[0.8124984]
24,24,5,[0.66357493],[0.06989878],[0.60650283],[0.7491831]
25,25,5,[0.4971234],[0.1339619],[0.33305424],[0.60650283]
