,gen,nevals,avg,std,min,max
0,0,50,[0.91674703],[0.06055458],[0.7580766],[1.0083569]
1,1,5,[0.7783939],[0.],[0.7783939],[0.7783939]
2,2,5,[0.7018976],[0.07866257],[0.6625663],[0.8592227]
3,3,5,[0.7630209],[0.04316786],[0.7301939],[0.8371132]
4,4,5,[0.6192164],[0.26325855],[0.29679185],[0.8341661]
5,5,5,[0.38755113],[0.],[0.38755113],[0.38755113]
6,6,5,[0.7775402],[0.03298007],[0.75061214],[0.8179324]
7,7,5,[0.77175426],[0.02634929],[0.7394831],[0.7932684]
8,8,5,[0.80396795],[0.00888722],[0.7995243],[0.82174236]
9,9,5,[0.794326],[0.01168592],[0.7884831],[0.8176979]
10,10,5,[0.72864544],[0.],[0.72864544],[0.72864544]
11,11,5,[0.7066427],[0.],[0.7066427],[0.7066427]
12,12,5,[0.7905098],[0.104697],[0.62804073],[0.95902956]
13,13,5,[0.79008114],[0.04857566],[0.75041926],[0.8495739]
14,14,5,[0.7523219],[0.10642173],[0.69911104],[0.9651654]
15,15,5,[0.7904295],[0.01914759],[0.7808557],[0.8287247]
16,16,5,[0.86068267],[0.0405838],[0.8275461],[0.91038746]
17,17,5,[0.78732],[0.04784609],[0.75208235],[0.872838]
18,18,5,[0.7703921],[0.00528331],[0.7661617],[0.77837193]
19,19,5,[0.77404326],[0.13540202],[0.6082104],[0.8845986]
20,20,5,[0.7604414],[0.01038373],[0.75524956],[0.7812089]
21,21,5,[0.74643135],[0.06938062],[0.6897823],[0.8314049]
22,22,5,[0.63506424],[0.04995635],[0.6100861],[0.73497695]
23,23,5,[0.78132254],[0.02358211],[0.7620858],[0.8117901]
24,24,5,[0.6977967],[0.04978644],[0.6729035],[0.7973696]
25,25,5,[0.6161499],[0.02595182],[0.59496033],[0.64793426]
26,26,5,[0.7782695],[0.03746228],[0.7571559],[0.8530696]
27,27,5,[0.81204426],[0.01289387],[0.8015164],[0.8278359]
28,28,5,[0.8167899],[0.05221255],[0.7741586],[0.880737]
29,29,5,[0.9179279],[0.00975668],[0.9130496],[0.9374413]
30,30,5,[0.83725804],[0.],[0.83725804],[0.83725804]
