,gen,nevals,avg,std,min,max
0,0,50,[0.93656194],[0.05371255],[0.8079038],[1.000735]
1,1,5,[0.81968594],[0.05038762],[0.7811085],[0.90523726]
2,2,5,[0.8158337],[0.03207567],[0.78972054],[0.8588788]
3,3,5,[0.80315363],[0.04086622],[0.7761722],[0.8839828]
4,4,5,[0.7755508],[0.07286634],[0.7283609],[0.91649926]
5,5,5,[0.7317677],[0.01288629],[0.7253246],[0.7575403]
6,6,5,[0.7294304],[0.02070694],[0.7125233],[0.75479114]
7,7,5,[0.62154853],[0.05835954],[0.57389814],[0.69302404]
8,8,5,[0.5629529],[0.00893675],[0.5556561],[0.57389814]
9,9,5,[0.5936445],[0.06418619],[0.5615514],[0.7220169]
10,10,5,[0.78259265],[0.03688548],[0.7524758],[0.82776797]
11,11,5,[0.7808239],[0.00015163],[0.78074807],[0.78112715]
12,12,5,[0.80526066],[0.0484896],[0.78074807],[0.9022363]
13,13,5,[0.77310145],[0.01952093],[0.76334095],[0.81214327]
14,14,5,[0.33264425],[0.],[0.33264425],[0.33264425]
15,15,5,[0.33264425],[0.],[0.33264425],[0.33264425]
16,16,5,[0.33264425],[0.],[0.33264425],[0.33264425]
17,17,5,[0.39788502],[0.18148936],[0.30714038],[0.7608638]
18,18,5,[0.76335454],[0.02067288],[0.74060744],[0.79509383]
19,19,5,[0.7685192],[0.02207867],[0.75049204],[0.79555994]
20,20,5,[0.7397777],[0.09088527],[0.6801146],[0.91472125]
21,21,5,[0.7864088],[0.02793917],[0.7524665],[0.8155035]
22,22,5,[0.7737491],[0.04256525],[0.7524665],[0.8588796]
23,23,5,[0.742358],[0.00825352],[0.73561907],[0.7524665]
24,24,5,[0.6539896],[0.],[0.6539896],[0.6539896]
25,25,5,[0.60361564],[0.04113014],[0.5700331],[0.6539896]
26,26,5,[0.71075886],[0.12390482],[0.5620807],[0.85517687]
27,27,5,[0.69222844],[0.08391073],[0.6237156],[0.79499763]
28,28,5,[0.8243006],[0.01916531],[0.8101885],[0.85856277]
29,29,5,[0.79142874],[0.02297585],[0.7632892],[0.8101885]
30,30,5,[0.7744868],[0.05157575],[0.71184504],[0.8283671]
