,gen,nevals,avg,std,min,max
0,0,50,[0.91392165],[0.06136953],[0.76299006],[0.9855025]
1,1,5,[0.8552979],[0.05982737],[0.7820247],[0.9041468]
2,2,5,[0.7820247],[0.],[0.7820247],[0.7820247]
3,3,5,[0.7820247],[0.],[0.7820247],[0.7820247]
4,4,5,[0.7820247],[0.],[0.7820247],[0.7820247]
5,5,5,[0.7820247],[0.],[0.7820247],[0.7820247]
6,6,5,[0.7820247],[0.],[0.7820247],[0.7820247]
7,7,5,[0.7468513],[0.02871894],[0.7234024],[0.7820247]
8,8,5,[0.7484156],[0.03073448],[0.7234024],[0.7898461]
9,9,5,[0.73471326],[0.0226217],[0.7234024],[0.77995664]
10,10,5,[0.6301853],[0.07611144],[0.56804055],[0.7234024]
11,11,5,[0.5692637],[0.0024462],[0.56804055],[0.57415605]
12,12,5,[0.56804055],[0.],[0.56804055],[0.56804055]
13,13,5,[0.56804055],[0.],[0.56804055],[0.56804055]
14,14,5,[0.56804055],[0.],[0.56804055],[0.56804055]
15,15,5,[0.56804055],[0.],[0.56804055],[0.56804055]
16,16,5,[0.56804055],[0.],[0.56804055],[0.56804055]
17,17,5,[0.56804055],[0.],[0.56804055],[0.56804055]
18,18,5,[0.56804055],[0.],[0.56804055],[0.56804055]
19,19,5,[0.56804055],[0.],[0.56804055],[0.56804055]
20,20,5,[0.5562968],[0.00587187],[0.5533609],[0.56804055]
21,21,5,[0.55546796],[0.00421405],[0.5533609],[0.563896]
22,22,5,[0.5533609],[0.],[0.5533609],[0.5533609]
23,23,5,[0.5533609],[0.],[0.5533609],[0.5533609]
24,24,5,[0.5533609],[0.],[0.5533609],[0.5533609]
25,25,5,[0.5533609],[0.],[0.5533609],[0.5533609]
26,26,5,[0.5533609],[0.],[0.5533609],[0.5533609]
27,27,5,[0.5533609],[0.],[0.5533609],[0.5533609]
28,28,5,[0.5533609],[0.],[0.5533609],[0.5533609]
29,29,5,[0.5533609],[0.],[0.5533609],[0.5533609]
30,30,5,[0.5533609],[0.],[0.5533609],[0.5533609]
