,gen,nevals,avg,std,min,max
0,0,50,[0.9323363],[0.05216536],[0.75632775],[0.99500024]
1,1,5,[0.79761785],[0.0206797],[0.78145874],[0.8374636]
2,2,5,[0.76396894],[0.00378385],[0.76207703],[0.77153665]
3,3,5,[0.57855326],[0.],[0.57855326],[0.57855326]
4,4,5,[0.5754026],[0.21033049],[0.31880313],[0.7803003]
5,5,5,[0.71085507],[0.0523533],[0.66813433],[0.77779967]
6,6,5,[0.82729846],[0.0511026],[0.76571876],[0.88502866]
7,7,5,[0.6379306],[0.12107499],[0.5773931],[0.8800806]
8,8,5,[0.8816279],[0.01998094],[0.8685664],[0.92014986]
9,9,5,[0.8025112],[0.00907173],[0.79797536],[0.8206547]
10,10,5,[0.836218],[0.02036965],[0.8195863],[0.86116564]
11,11,5,[0.7919496],[0.09719554],[0.7433518],[0.98634064]
12,12,5,[0.7743443],[0.01532931],[0.76182806],[0.7931189]
13,13,5,[0.80539054],[0.0564565],[0.7425817],[0.8903665]
14,14,5,[0.85719424],[0.04117239],[0.8067686],[0.8908114]
15,15,5,[0.8009884],[0.03787262],[0.7546041],[0.83191127]
16,16,5,[0.7609749],[0.11703368],[0.6654173],[0.9043113]
17,17,5,[0.68897074],[0.03833927],[0.65766686],[0.73592657]
18,18,5,[0.81751966],[0.01124359],[0.8083393],[0.8312902]
19,19,5,[0.7466865],[0.00396988],[0.7434451],[0.7515486]
20,20,5,[0.3386133],[0.],[0.3386133],[0.3386133]
21,21,5,[0.7955538],[0.051196],[0.76228786],[0.89447045]
22,22,5,[0.8141381],[0.00507248],[0.8079256],[0.81827974]
23,23,5,[0.84563714],[0.01589594],[0.8326582],[0.8651056]
24,24,5,[0.85767853],[0.],[0.85767853],[0.85767853]
25,25,5,[0.86725634],[0.0233418],[0.8555855],[0.91394]
26,26,5,[0.91692984],[0.],[0.91692984],[0.91692984]
27,27,5,[0.8636304],[5.9604645e-08],[0.86363035],[0.86363035]
28,28,5,[0.7685315],[0.00057216],[0.76824546],[0.76967585]
29,29,5,[0.7553253],[0.],[0.7553253],[0.7553253]
30,30,5,[0.71232],[0.10536001],[0.6441645],[0.91620183]
