,gen,nevals,avg,std,min,max
0,0,50,[0.92855585],[0.06316359],[0.75255066],[1.0020717]
1,1,5,[0.72733396],[0.0132725],[0.7206977],[0.75387895]
2,2,5,[0.69922745],[0.02349544],[0.6874797],[0.74621826]
3,3,5,[0.4892524],[0.21797979],[0.31127262],[0.756222]
4,4,5,[0.66901964],[0.07856884],[0.62973523],[0.82615733]
5,5,5,[0.7104362],[0.00909409],[0.7058892],[0.72862446]
6,6,5,[0.740012],[0.01187473],[0.7254684],[0.7497076]
7,7,5,[0.7060846],[0.13400452],[0.5983667],[0.9048266]
8,8,5,[0.7795924],[0.03285591],[0.76316446],[0.84530425]
9,9,5,[0.6638988],[0.09927943],[0.5828375],[0.7854908]
10,10,5,[0.80842465],[0.0287478],[0.79273623],[0.8657673]
11,11,5,[0.7581686],[0.00151155],[0.75693434],[0.7600198]
12,12,5,[0.71779126],[0.00661306],[0.71239173],[0.7258906]
13,13,5,[0.7967161],[0.06417082],[0.7464535],[0.90076315]
14,14,5,[0.81709015],[0.0429237],[0.78204304],[0.8696607]
15,15,5,[0.78636163],[0.05387497],[0.75942415],[0.8941116]
16,16,5,[0.7171894],[0.02492211],[0.7047283],[0.7670336]
17,17,5,[0.821949],[9.233101e-05],[0.8218736],[0.8220621]
18,18,5,[0.7750721],[0.07775026],[0.736197],[0.9305726]
19,19,5,[0.4138553],[0.15808895],[0.33481085],[0.7300332]
20,20,5,[0.40033308],[0.15269187],[0.32398713],[0.7057168]
21,21,5,[0.6948616],[0.06756324],[0.6398845],[0.7861391]
22,22,5,[0.8166276],[0.00079013],[0.81598246],[0.8175953]
23,23,5,[0.7992891],[0.01232486],[0.79254276],[0.82391626]
24,24,5,[0.77036095],[0.01417617],[0.7587862],[0.7877232]
25,25,5,[0.5794294],[0.],[0.5794294],[0.5794294]
26,26,5,[0.7304323],[0.],[0.7304323],[0.7304323]
27,27,5,[0.72102815],[0.11897876],[0.6277746],[0.913625]
28,28,5,[0.670589],[0.06352527],[0.6388264],[0.79763955]
29,29,5,[0.8180135],[0.03067095],[0.7929707],[0.8555775]
30,30,5,[0.76971763],[0.0312505],[0.7540924],[0.83221865]
