,gen,nevals,avg,std,min,max
0,0,50,[0.9264747],[0.05337888],[0.75508857],[0.9916838]
1,1,5,[0.8551739],[0.0465849],[0.8318814],[0.94834363]
2,2,5,[0.8318814],[0.],[0.8318814],[0.8318814]
3,3,5,[0.5825143],[0.],[0.5825143],[0.5825143]
4,4,5,[0.5825143],[0.],[0.5825143],[0.5825143]
5,5,5,[0.5825143],[0.],[0.5825143],[0.5825143]
6,6,5,[0.5825143],[0.],[0.5825143],[0.5825143]
7,7,5,[0.5825143],[0.],[0.5825143],[0.5825143]
8,8,5,[0.5825143],[0.],[0.5825143],[0.5825143]
9,9,5,[0.5825143],[0.],[0.5825143],[0.5825143]
10,10,5,[0.5825143],[0.],[0.5825143],[0.5825143]
11,11,5,[0.5825143],[0.],[0.5825143],[0.5825143]
12,12,5,[0.5825143],[0.],[0.5825143],[0.5825143]
13,13,5,[0.5825143],[0.],[0.5825143],[0.5825143]
14,14,5,[0.5825143],[0.],[0.5825143],[0.5825143]
15,15,5,[0.5825143],[0.],[0.5825143],[0.5825143]
16,16,5,[0.5825143],[0.],[0.5825143],[0.5825143]
17,17,5,[0.5825143],[0.],[0.5825143],[0.5825143]
18,18,5,[0.5825143],[0.],[0.5825143],[0.5825143]
19,19,5,[0.5825143],[0.],[0.5825143],[0.5825143]
20,20,5,[0.5825143],[0.],[0.5825143],[0.5825143]
21,21,5,[0.62511617],[0.08520377],[0.5825143],[0.7955237]
22,22,5,[0.58579123],[0.00401339],[0.5825143],[0.5907066]
23,23,5,[0.5825143],[0.],[0.5825143],[0.5825143]
24,24,5,[0.5825143],[0.],[0.5825143],[0.5825143]
25,25,5,[0.5825143],[0.],[0.5825143],[0.5825143]
26,26,5,[0.5825143],[0.],[0.5825143],[0.5825143]
27,27,5,[0.5825143],[0.],[0.5825143],[0.5825143]
28,28,5,[0.5825143],[0.],[0.5825143],[0.5825143]
29,29,5,[0.5825143],[0.],[0.5825143],[0.5825143]
30,30,5,[0.5825143],[0.],[0.5825143],[0.5825143]
