,gen,nevals,avg,std,min,max
0,0,50,[0.9171783],[0.05980676],[0.71495026],[0.990898]
1,1,5,[0.62193996],[0.08926283],[0.57730854],[0.8004656]
2,2,5,[0.6725682],[0.02204381],[0.6590647],[0.716421]
3,3,5,[0.72460306],[0.],[0.72460306],[0.72460306]
4,4,5,[0.50635386],[0.17819975],[0.36085433],[0.72460306]
5,5,5,[0.38057902],[0.03944939],[0.36085433],[0.4594778]
6,6,5,[0.7984966],[0.00482849],[0.792583],[0.8024391]
7,7,5,[0.74891853],[0.00952525],[0.74415594],[0.7679691]
8,8,5,[0.9086277],[0.00354128],[0.9042905],[0.9115191]
9,9,5,[0.64802897],[0.0896493],[0.60320437],[0.8273276]
10,10,5,[0.60320437],[0.],[0.60320437],[0.60320437]
11,11,5,[0.60320437],[0.],[0.60320437],[0.60320437]
12,12,5,[0.66575634],[0.1154668],[0.60320437],[0.8961809]
13,13,5,[0.64810455],[0.08286216],[0.6066735],[0.8138289]
14,14,5,[0.42507792],[0.14827214],[0.30401424],[0.6066735]
15,15,5,[0.38875666],[0.16805847],[0.30472744],[0.7248736]
16,16,5,[0.5902668],[0.20742013],[0.33634517],[0.7709455]
17,17,5,[0.4335719],[0.1500916],[0.3110226],[0.6173958]
18,18,5,[0.62255037],[0.00420862],[0.6173958],[0.62598664]
19,19,5,[0.804587],[0.00883224],[0.8001709],[0.8222515]
20,20,5,[0.8001709],[0.],[0.8001709],[0.8001709]
21,21,5,[0.7933506],[0.00835318],[0.78312004],[0.8001709]
22,22,5,[0.7794322],[0.01237114],[0.77061385],[0.8021992]
23,23,5,[0.64145195],[0.05955584],[0.6116741],[0.7605637]
24,24,5,[0.6116741],[0.],[0.6116741],[0.6116741]
25,25,5,[0.6652151],[0.06557403],[0.6116741],[0.7455265]
26,26,5,[0.6102706],[0.14230892],[0.45130333],[0.82278144]
27,27,5,[0.44715482],[0.06687695],[0.41371635],[0.5809087]
28,28,5,[0.7205461],[0.],[0.7205461],[0.7205461]
29,29,5,[0.38920954],[0.1656683],[0.3063754],[0.7205461]
30,30,5,[0.38624796],[0.15974511],[0.3063754],[0.7057382]
