,gen,nevals,avg,std,min,max
0,0,50,[0.93220866],[0.04757512],[0.78802454],[0.99855196]
1,1,5,[0.8608362],[0.0343474],[0.83279175],[0.9029031]
2,2,5,[0.652314],[0.14614128],[0.5330062],[0.8350631]
3,3,5,[0.8368043],[0.018932],[0.82134634],[0.85999113]
4,4,5,[0.8475539],[0.0222568],[0.82974845],[0.88130033]
5,5,5,[0.7925455],[0.00596285],[0.7895641],[0.8044712]
6,6,5,[0.63303286],[0.07701875],[0.5701473],[0.72736114]
7,7,5,[0.72687405],[0.05432092],[0.6872698],[0.8249462]
8,8,5,[0.7685687],[0.02648351],[0.75363404],[0.8212531]
9,9,5,[0.5132206],[0.0209635],[0.50273883],[0.5551476]
10,10,5,[0.7357573],[0.01333773],[0.7290884],[0.76243275]
11,11,5,[0.68059283],[0.13904536],[0.5694534],[0.89218146]
12,12,5,[0.7466025],[0.00986323],[0.7416709],[0.766329]
13,13,5,[0.7801842],[0.00518744],[0.7775905],[0.7905591]
14,14,5,[0.8486296],[0.0226898],[0.8372847],[0.8940092]
15,15,5,[0.8967811],[0.],[0.8967811],[0.8967811]
16,16,5,[0.7243617],[0.0141196],[0.71730196],[0.75260097]
17,17,5,[0.62519246],[0.06458049],[0.59290224],[0.75435346]
18,18,5,[0.7080914],[0.11865495],[0.6169341],[0.9083591]
19,19,5,[0.51161444],[0.17725818],[0.376812],[0.81583416]
20,20,5,[0.74099654],[0.09063814],[0.6674268],[0.86688435]
21,21,5,[0.8256981],[5.9604645e-08],[0.82569814],[0.82569814]
22,22,5,[0.7695764],[0.01951449],[0.75364286],[0.79347664]
23,23,5,[0.6544484],[0.09625027],[0.6063233],[0.846949]
24,24,5,[0.7950803],[0.04538072],[0.7624349],[0.8779905]
25,25,5,[0.4819252],[0.0977461],[0.43305215],[0.6774174]
26,26,5,[0.6629833],[0.050513],[0.6377268],[0.7640093]
27,27,5,[0.6216395],[0.],[0.6216395],[0.6216395]
28,28,5,[0.72951955],[0.02107042],[0.7123156],[0.75532544]
29,29,5,[0.77328926],[0.00472661],[0.76750034],[0.7771485]
30,30,5,[0.72506267],[0.01875178],[0.7097519],[0.7480288]
