,gen,nevals,avg,std,min,max
0,0,30,[0.9279133],[0.04890123],[0.8045452],[0.9974378]
1,1,5,[0.7072566],[0.07114306],[0.6491686],[0.7943888]
2,2,5,[0.7000121],[0.00386415],[0.69808],[0.70774037]
3,3,5,[0.7687252],[0.02627594],[0.747271],[0.80090654]
4,4,5,[0.7468245],[0.04025274],[0.6975265],[0.779958]
5,5,5,[0.71132195],[0.02759099],[0.6975265],[0.766504]
6,6,5,[0.29585347],[0.],[0.29585347],[0.29585347]
7,7,5,[0.29919973],[0.16245613],[0.21797164],[0.62411195]
8,8,5,[0.27125797],[0.11214098],[0.21518749],[0.49553993]
9,9,5,[0.2499207],[0.0694664],[0.21518749],[0.3888535]
10,10,5,[0.23651648],[0.04265795],[0.21518749],[0.32183236]
11,11,5,[0.2151875],[1.4901161e-08],[0.21518749],[0.21518749]
12,12,5,[0.28018358],[0.12999217],[0.21518749],[0.5401679]
13,13,5,[0.2151875],[1.4901161e-08],[0.21518749],[0.21518749]
14,14,5,[0.7749006],[0.],[0.7749006],[0.7749006]
15,15,5,[0.7721137],[0.00227551],[0.77025574],[0.7749006]
16,16,5,[0.746453],[0.00384187],[0.7433162],[0.75115836]
17,17,5,[0.72830516],[0.04019766],[0.6790733],[0.7611264]
18,18,5,[0.61438733],[0.],[0.61438733],[0.61438733]
19,19,5,[0.61438733],[0.],[0.61438733],[0.61438733]
20,20,5,[0.61438733],[0.],[0.61438733],[0.61438733]
21,21,5,[0.5860573],[0.0231314],[0.56717056],[0.61438733]
22,22,5,[0.57184273],[0.00934429],[0.56717056],[0.5905313]
23,23,5,[0.56717056],[0.],[0.56717056],[0.56717056]
24,24,5,[0.45120412],[0.15239355],[0.2645609],[0.5756329]
25,25,5,[0.5647589],[0.00543704],[0.5620403],[0.5756329]
