,gen,nevals,avg,std,min,max
0,0,50,[0.92056197],[0.06804356],[0.7067387],[1.0012088]
1,1,5,[0.8808905],[0.01124675],[0.87526715],[0.90338403]
2,2,5,[0.81242955],[0.04140178],[0.77862513],[0.8631362]
3,3,5,[0.8330677],[0.04308202],[0.80484086],[0.91834086]
4,4,5,[0.8027998],[0.01731563],[0.79414195],[0.837431]
5,5,5,[0.65217435],[0.10005972],[0.57047594],[0.774722]
6,6,5,[0.70541626],[0.01206276],[0.69938487],[0.7295418]
7,7,5,[0.6009766],[0.21716245],[0.33500803],[0.778289]
8,8,5,[0.78507906],[0.03106874],[0.75997084],[0.8297476]
9,9,5,[0.80852234],[5.9604645e-08],[0.8085223],[0.8085223]
10,10,5,[0.8167566],[0.01966402],[0.800701],[0.84084004]
11,11,5,[0.7432419],[0.03296716],[0.7267583],[0.8091762]
12,12,5,[0.829],[0.02371285],[0.816094],[0.87638783]
13,13,5,[0.7105098],[0.12922221],[0.60500026],[0.868774]
14,14,5,[0.7538077],[0.13193795],[0.59832025],[0.8902539]
15,15,5,[0.61952376],[0.],[0.61952376],[0.61952376]
16,16,5,[0.68044186],[0.03891993],[0.6609819],[0.7582817]
17,17,5,[0.81361705],[0.03601941],[0.7925581],[0.8849603]
18,18,5,[0.77856386],[0.0434564],[0.74308187],[0.8317869]
19,19,5,[0.79592407],[0.05685744],[0.76036435],[0.907057]
20,20,5,[0.90059423],[0.00925276],[0.8959678],[0.9190997]
21,21,5,[0.80015576],[0.00110301],[0.7988048],[0.8010563]
22,22,5,[0.8451179],[0.02831295],[0.82908833],[0.9016419]
23,23,5,[0.78715146],[0.05007325],[0.72582453],[0.8280361]
24,24,5,[0.84064835],[0.03078112],[0.8155157],[0.8783474]
25,25,5,[0.7781232],[0.08129829],[0.7241621],[0.9339266]
26,26,5,[0.747363],[0.08099397],[0.6812317],[0.84655994]
27,27,5,[0.3771646],[0.06420982],[0.3450597],[0.50558424]
28,28,5,[0.6513956],[0.08280012],[0.5837896],[0.75280464]
29,29,5,[0.8281849],[0.00034192],[0.82801396],[0.82886875]
30,30,5,[0.8093748],[0.0328652],[0.78254044],[0.84962624]
