,gen,nevals,avg,std,min,max
0,0,50,[0.9426124],[0.04442545],[0.7929783],[0.99807364]
1,1,5,[0.764726],[0.05738452],[0.73603374],[0.879495]
2,2,5,[0.68906295],[0.03835151],[0.65774906],[0.73603374]
3,3,5,[0.48301396],[0.12752466],[0.41925162],[0.7380633]
4,4,5,[0.8315033],[5.9604645e-08],[0.83150333],[0.83150333]
5,5,5,[0.6444063],[0.09596903],[0.59642184],[0.8363444]
6,6,5,[0.8193325],[0.04785619],[0.79540443],[0.9150449]
7,7,5,[0.7704942],[0.00430414],[0.76697993],[0.7757657]
8,8,5,[0.6367346],[0.],[0.6367346],[0.6367346]
9,9,5,[0.6552053],[0.09389438],[0.59950835],[0.840767]
10,10,5,[0.51739675],[0.05415367],[0.4740481],[0.59929895]
11,11,5,[0.57403445],[0.01288402],[0.56759244],[0.5998025]
12,12,5,[0.74386644],[0.02735366],[0.7215322],[0.77736765]
13,13,5,[0.61089313],[0.07673738],[0.5588715],[0.7565505]
14,14,5,[0.55933636],[0.00092976],[0.5588715],[0.5611959]
15,15,5,[0.80308485],[0.04044907],[0.77005833],[0.85262465]
16,16,5,[0.8032147],[0.05085768],[0.74092704],[0.84473985]
17,17,5,[0.80641526],[0.02844539],[0.7876934],[0.8611147]
18,18,5,[0.7010021],[0.06641196],[0.65084064],[0.8161282]
19,19,5,[0.6733197],[0.06227002],[0.64218473],[0.7978598]
20,20,5,[0.74924374],[0.0011306],[0.74832064],[0.7506285]
21,21,5,[0.7350813],[0.03089856],[0.7098527],[0.7729241]
22,22,5,[0.80076826],[0.04303881],[0.77575135],[0.8866105]
23,23,5,[0.77518886],[0.],[0.77518886],[0.77518886]
24,24,5,[0.82181185],[0.02294546],[0.8011159],[0.8666443]
25,25,5,[0.729395],[0.],[0.729395],[0.729395]
26,26,5,[0.63620776],[0.04659359],[0.612911],[0.729395]
27,27,5,[0.7899381],[0.03824759],[0.7590702],[0.8454099]
28,28,5,[0.7911418],[0.08781444],[0.6835915],[0.86284196]
29,29,5,[0.63663536],[0.08507736],[0.59409666],[0.80679005]
30,30,5,[0.59409666],[0.],[0.59409666],[0.59409666]
