,gen,nevals,avg,std,min,max
0,0,50,[0.9232417],[0.06367923],[0.727459],[0.9887486]
1,1,5,[0.7854506],[0.00442681],[0.78002894],[0.7890651]
2,2,5,[0.65286875],[0.0471647],[0.6292864],[0.74719816]
3,3,5,[0.6907517],[0.09580133],[0.6130592],[0.8248772]
4,4,5,[0.6483058],[0.07078218],[0.6004121],[0.7827843]
5,5,5,[0.77269286],[0.0124572],[0.7664643],[0.7976073]
6,6,5,[0.8117689],[0.00287125],[0.81033325],[0.8175114]
7,7,5,[0.6798094],[0.10657227],[0.5927935],[0.81033325]
8,8,5,[0.5927935],[0.],[0.5927935],[0.5927935]
9,9,5,[0.7007812],[0.04678361],[0.6773894],[0.7943484]
10,10,5,[0.46099076],[0.17668875],[0.316725],[0.6773894]
11,11,5,[0.51616746],[0.16284406],[0.316725],[0.64912903]
12,12,5,[0.48524776],[0.21394265],[0.3105643],[0.7472729]
13,13,5,[0.70725995],[0.],[0.70725995],[0.70725995]
14,14,5,[0.7367102],[0.05190426],[0.6970633],[0.82517374]
15,15,5,[0.61821777],[0.0447269],[0.59585434],[0.7076716]
16,16,5,[0.6416891],[0.13051069],[0.56921667],[0.90238374]
17,17,5,[0.5165852],[0.04199765],[0.49558634],[0.60058045]
18,18,5,[0.49558634],[0.],[0.49558634],[0.49558634]
19,19,5,[0.49597007],[0.14506982],[0.42343512],[0.7861097]
20,20,5,[0.48900685],[0.08068649],[0.42343512],[0.5996967]
21,21,5,[0.71309394],[0.05553555],[0.6853262],[0.8241651]
22,22,5,[0.72354007],[0.],[0.72354007],[0.72354007]
23,23,5,[0.7265299],[0.00597966],[0.72354007],[0.7384892]
24,24,5,[0.6368481],[0.07078372],[0.5790534],[0.72354007]
25,25,5,[0.65491825],[0.0950571],[0.6073897],[0.84503245]
26,26,5,[0.8126734],[0.],[0.8126734],[0.8126734]
27,27,5,[0.78396195],[0.01435571],[0.7767841],[0.8126734]
28,28,5,[0.6594697],[0.0957868],[0.58126014],[0.7767841]
29,29,5,[0.7658016],[0.04209406],[0.72474253],[0.8396505]
30,30,5,[0.66283435],[0.05994216],[0.6138918],[0.7362482]
