,gen,nevals,avg,std,min,max
0,0,50,[0.91634727],[0.04985736],[0.7666679],[0.98577666]
1,1,5,[0.7469074],[0.02213746],[0.7288323],[0.7740202]
2,2,5,[0.8576478],[0.05184608],[0.81568235],[0.9313626]
3,3,5,[0.84153],[0.05277573],[0.7984388],[0.9061668]
4,4,5,[0.60147136],[0.09953418],[0.5517043],[0.80053973]
5,5,5,[0.5517043],[0.],[0.5517043],[0.5517043]
6,6,5,[0.60188615],[0.08304921],[0.5517043],[0.7654743]
7,7,5,[0.28890827],[0.],[0.28890827],[0.28890827]
8,8,5,[0.37701124],[0.18111172],[0.28645536],[0.7392347]
9,9,5,[0.3925218],[0.21213284],[0.28645536],[0.8167875]
10,10,5,[0.30077952],[0.02864829],[0.28645536],[0.3580761]
11,11,5,[0.49894994],[0.25453863],[0.29112005],[0.8106948]
12,12,5,[0.41604966],[0.11918407],[0.35645762],[0.6544178]
13,13,5,[0.35645762],[0.],[0.35645762],[0.35645762]
14,14,5,[0.354477],[0.00099032],[0.35398182],[0.35645762]
15,15,5,[0.4334673],[0.15897097],[0.35398182],[0.75140923]
16,16,5,[0.5803612],[0.01499517],[0.57286364],[0.61035156]
17,17,5,[0.7957269],[0.04598698],[0.74706006],[0.85499513]
18,18,5,[0.6614435],[0.04769919],[0.62249726],[0.7198628]
19,19,5,[0.59137285],[0.01556222],[0.5835917],[0.62249726]
20,20,5,[0.68228614],[0.11701031],[0.58851796],[0.8583891]
21,21,5,[0.7943726],[0.01380117],[0.787472],[0.82197493]
22,22,5,[0.80209845],[0.0181036],[0.79304665],[0.83830565]
23,23,5,[0.7784263],[0.09094457],[0.73022395],[0.9601112]
24,24,5,[0.8170148],[0.02408487],[0.79734963],[0.8465127]
25,25,5,[0.6539656],[0.05836283],[0.6063126],[0.7254452]
26,26,5,[0.6649792],[0.13138966],[0.56468195],[0.88914645]
27,27,5,[0.7425193],[0.02962675],[0.72770596],[0.80177283]
28,28,5,[0.7344194],[0.00822225],[0.72770596],[0.74448955]
29,29,5,[0.73548543],[0.0175648],[0.72670305],[0.77061504]
30,30,5,[0.6447727],[0.17997387],[0.28543547],[0.75105387]
