,gen,nevals,avg,std,min,max
0,0,30,[0.92536813],[0.05105346],[0.82140404],[0.9962904]
1,1,5,[0.8459452],[0.05131292],[0.82028866],[0.94857097]
2,2,5,[0.8341464],[0.02771554],[0.82028866],[0.8895775]
3,3,5,[0.82789403],[0.01317144],[0.82028866],[0.85402656]
4,4,5,[0.8007968],[0.03336403],[0.7841148],[0.86752486]
5,5,5,[0.645085],[0.0744409],[0.5843042],[0.73625606]
6,6,5,[0.7051007],[0.01557767],[0.6973119],[0.73625606]
7,7,5,[0.6718081],[0.05334477],[0.6319966],[0.76573896]
8,8,5,[0.7949322],[0.01130485],[0.7857018],[0.80877775]
9,9,5,[0.7663159],[0.],[0.7663159],[0.7663159]
10,10,5,[0.76831555],[0.00399928],[0.7663159],[0.7763141]
11,11,5,[0.65055084],[0.04761644],[0.62674266],[0.74578375]
12,12,5,[0.6832066],[0.06929027],[0.62674266],[0.7747718]
13,13,5,[0.8179328],[0.00378538],[0.81589717],[0.82548994]
14,14,5,[0.8353715],[0.07739248],[0.7520066],[0.9581904]
15,15,5,[0.599239],[0.07638383],[0.561047],[0.7520066]
16,16,5,[0.6968552],[0.0084712],[0.69261956],[0.71379757]
17,17,5,[0.63531756],[0.],[0.63531756],[0.63531756]
18,18,5,[0.6655307],[0.06042624],[0.63531756],[0.78638315]
19,19,5,[0.37039763],[0.12188569],[0.30945477],[0.614169]
20,20,5,[0.40909505],[0.19928055],[0.30945477],[0.8076561]
21,21,5,[0.80720586],[0.03501473],[0.7885762],[0.87714547]
22,22,5,[0.83264637],[0.03339145],[0.81595063],[0.89942926]
23,23,5,[0.78279454],[0.02707188],[0.7606904],[0.81595063]
24,24,5,[0.725091],[0.02526579],[0.7044615],[0.7560351]
25,25,5,[0.804107],[0.07863478],[0.7399019],[0.90041447]
