,gen,nevals,avg,std,min,max
0,0,50,[0.928647],[0.0569124],[0.77569795],[1.0016626]
1,1,5,[0.76495504],[0.],[0.76495504],[0.76495504]
2,2,5,[0.8458907],[0.06535141],[0.8120017],[0.9765875]
3,3,5,[0.74258524],[0.0232512],[0.73095965],[0.78908765]
4,4,5,[0.74339134],[0.01522562],[0.73095965],[0.7620388]
5,5,5,[0.73095965],[0.],[0.73095965],[0.73095965]
6,6,5,[0.73485315],[0.00778697],[0.73095965],[0.75042707]
7,7,5,[0.7788439],[0.0361758],[0.7493065],[0.82315004]
8,8,5,[0.6802753],[0.03451559],[0.6630175],[0.7493065]
9,9,5,[0.6523342],[0.],[0.6523342],[0.6523342]
10,10,5,[0.6523342],[0.],[0.6523342],[0.6523342]
11,11,5,[0.70275915],[0.06175765],[0.6523342],[0.7783965]
12,12,5,[0.7593447],[0.00792816],[0.7553807],[0.7752011]
13,13,5,[0.6884116],[0.01728611],[0.6797685],[0.7229838]
14,14,5,[0.6797685],[0.],[0.6797685],[0.6797685]
15,15,5,[0.6797685],[0.],[0.6797685],[0.6797685]
16,16,5,[0.51309776],[0.1360861],[0.40198392],[0.6797685]
17,17,5,[0.8395831],[0.01315647],[0.8288409],[0.85569644]
18,18,5,[0.82136834],[0.00610138],[0.8163865],[0.8288409]
19,19,5,[0.8188774],[0.00498176],[0.8163865],[0.8288409]
20,20,5,[0.6532634],[0.],[0.6532634],[0.6532634]
21,21,5,[0.6532634],[0.],[0.6532634],[0.6532634]
22,22,5,[0.6741518],[0.04115221],[0.6532634],[0.7564505]
23,23,5,[0.7776615],[0.00257542],[0.77637374],[0.7828123]
24,24,5,[0.7350818],[0.07141262],[0.64824283],[0.80851144]
25,25,5,[0.7231074],[0.],[0.7231074],[0.7231074]
26,26,5,[0.7333232],[0.01251182],[0.7231074],[0.74864703]
27,27,5,[0.79592556],[0.],[0.79592556],[0.79592556]
28,28,5,[0.79592556],[0.],[0.79592556],[0.79592556]
29,29,5,[0.7362499],[0.],[0.7362499],[0.7362499]
30,30,5,[0.7131833],[0.05982995],[0.6459651],[0.8014862]
