,gen,nevals,avg,std,min,max
0,0,30,[0.92417043],[0.04592464],[0.7971711],[0.9901763]
1,1,5,[0.83923656],[0.02691297],[0.8172622],[0.87219805]
2,2,5,[0.8172622],[0.],[0.8172622],[0.8172622]
3,3,5,[0.8489952],[0.05371525],[0.7931418],[0.9121408]
4,4,5,[0.7789978],[0.00365422],[0.77717066],[0.7863062]
5,5,5,[0.58072597],[0.18748899],[0.35111082],[0.73715127]
6,6,5,[0.71783715],[0.],[0.71783715],[0.71783715]
7,7,5,[0.71783715],[0.],[0.71783715],[0.71783715]
8,8,5,[0.7988849],[0.03819151],[0.77978915],[0.8752679]
9,9,5,[0.69469774],[0.09330903],[0.6339559],[0.8748641]
10,10,5,[0.7698612],[0.05612038],[0.72403914],[0.8385944]
11,11,5,[0.8084423],[0.07461749],[0.72403914],[0.9169447]
12,12,5,[0.770774],[0.01313264],[0.76005125],[0.78685814]
13,13,5,[0.5836478],[0.10481215],[0.5312417],[0.7932721]
14,14,5,[0.5845261],[0.10656884],[0.5312417],[0.7976638]
15,15,5,[0.6083359],[0.08374052],[0.5664657],[0.775817]
16,16,5,[0.39449376],[0.1851847],[0.3019014],[0.7648632]
17,17,5,[0.42031628],[0.14820509],[0.29418474],[0.60179687]
18,18,5,[0.28257644],[0.00947813],[0.27483758],[0.29418474]
19,19,5,[0.21943244],[0.02770256],[0.20558117],[0.27483758]
20,20,5,[0.22694328],[0.0427242],[0.20558117],[0.31239167]
21,21,5,[0.2263912],[0.04162002],[0.20558117],[0.30963123]
22,22,5,[0.2263912],[0.04162002],[0.20558117],[0.30963123]
23,23,5,[0.26386967],[0.],[0.26386967],[0.26386967]
24,24,5,[0.6423376],[0.01851345],[0.62722147],[0.6650119]
25,25,5,[0.6762681],[0.03425324],[0.6591414],[0.7447745]
