,gen,nevals,avg,std,min,max
0,0,50,[0.94508195],[0.04508077],[0.7871506],[0.99061483]
1,1,5,[0.8946209],[0.00818019],[0.89053077],[0.91098124]
2,2,5,[0.7436978],[0.1020145],[0.6610832],[0.8881866]
3,3,5,[0.803586],[0.0170624],[0.7898367],[0.82855743]
4,4,5,[0.793568],[0.04071112],[0.75326097],[0.84231573]
5,5,5,[0.73650587],[0.08235433],[0.6953288],[0.9012146]
6,6,5,[0.7796222],[0.04361622],[0.7445531],[0.8442272]
7,7,5,[0.8078686],[5.9604645e-08],[0.80786854],[0.80786854]
8,8,5,[0.836973],[0.06088764],[0.78490216],[0.9114752]
9,9,5,[0.69338894],[0.08970185],[0.62014765],[0.8032508]
10,10,5,[0.6245803],[0.0549525],[0.5971041],[0.7344853]
11,11,5,[0.7786981],[0.05210795],[0.7255115],[0.86673474]
12,12,5,[0.6990899],[0.05160117],[0.6732893],[0.8022922]
13,13,5,[0.65362483],[0.06277446],[0.60236967],[0.7305075]
14,14,5,[0.7820438],[0.],[0.7820438],[0.7820438]
15,15,5,[0.81214154],[0.00672802],[0.80664814],[0.82038164]
16,16,5,[0.7735251],[0.00105355],[0.7729984],[0.77563226]
17,17,5,[0.77957916],[0.01818182],[0.7573111],[0.7944246]
18,18,5,[0.72171754],[0.06290942],[0.6703522],[0.79876554]
19,19,5,[0.6886727],[0.14885896],[0.56725395],[0.8814344]
20,20,5,[0.7790759],[0.02151449],[0.76831865],[0.8221049]
21,21,5,[0.76456213],[0.0033455],[0.76183057],[0.76865953]
22,22,5,[0.82109153],[0.00701646],[0.8124982],[0.8268205]
23,23,5,[0.81230766],[0.02410727],[0.80025405],[0.8605222]
24,24,5,[0.78557444],[0.00312436],[0.7840122],[0.7918231]
25,25,5,[0.7930201],[0.04278226],[0.77162904],[0.8785847]
26,26,5,[0.75564134],[0.],[0.75564134],[0.75564134]
27,27,5,[0.80435073],[0.],[0.80435073],[0.80435073]
28,28,5,[0.78904617],[0.01596696],[0.7810627],[0.82098013]
29,29,5,[0.588703],[0.02996838],[0.5737188],[0.64863974]
30,30,5,[0.746011],[0.01067945],[0.7372913],[0.7590906]
