,gen,nevals,avg,std,min,max
0,0,50,[0.9243634],[0.0530413],[0.77536386],[0.9936941]
1,1,5,[0.8067812],[0.0206608],[0.7899117],[0.8320854]
2,2,5,[0.7879643],[0.01838768],[0.7729508],[0.8104845]
3,3,5,[0.745093],[0.1374469],[0.57713264],[0.8738542]
4,4,5,[0.6807407],[0.08075565],[0.614804],[0.7796458]
5,5,5,[0.8112979],[0.01198875],[0.8015091],[0.825981]
6,6,5,[0.7680066],[0.],[0.7680066],[0.7680066]
7,7,5,[0.61202353],[0.],[0.61202353],[0.61202353]
8,8,5,[0.73918706],[0.03807802],[0.72014797],[0.815343]
9,9,5,[0.5701397],[0.21588323],[0.30573782],[0.7464076]
10,10,5,[0.8461483],[0.04366077],[0.8104994],[0.8996216]
11,11,5,[0.7659427],[0.00459588],[0.7636448],[0.7751345]
12,12,5,[0.3557863],[0.],[0.3557863],[0.3557863]
13,13,5,[0.59319496],[0.08120897],[0.5525905],[0.7556129]
14,14,5,[0.72009844],[0.03402708],[0.69270766],[0.77019244]
15,15,5,[0.6759947],[0.13589247],[0.57771146],[0.92313635]
16,16,5,[0.8023745],[0.0504414],[0.76587075],[0.89406085]
17,17,5,[0.9140054],[0.02491208],[0.8949391],[0.9563278]
18,18,5,[0.8870233],[0.02588315],[0.87408173],[0.9387896]
19,19,5,[0.88379925],[0.00138216],[0.8831082],[0.8865636]
20,20,5,[0.56238776],[0.],[0.56238776],[0.56238776]
21,21,5,[0.7536663],[0.10886107],[0.6647816],[0.8869933]
22,22,5,[0.84089595],[0.03204834],[0.8248717],[0.9049926]
23,23,5,[0.8025209],[0.00275361],[0.8002726],[0.80589336]
24,24,5,[0.7614177],[0.02899384],[0.73774433],[0.79692775]
25,25,5,[0.42686558],[0.1887396],[0.27276033],[0.6580234]
26,26,5,[0.7393052],[0.],[0.7393052],[0.7393052]
27,27,5,[0.7585404],[0.],[0.7585404],[0.7585404]
28,28,5,[0.6117691],[0.15762159],[0.48307157],[0.8048153]
29,29,5,[0.7349794],[0.08845834],[0.662849],[0.8503663]
30,30,5,[0.82306826],[0.04413875],[0.7690095],[0.8591073]
