,gen,nevals,avg,std,min,max
0,0,50,[0.9298362],[0.05111904],[0.8075053],[0.9989464]
1,1,5,[0.73801583],[0.03997848],[0.7180266],[0.8179728]
2,2,5,[0.6798332],[0.01909671],[0.6702848],[0.7180266]
3,3,5,[0.6702848],[0.],[0.6702848],[0.6702848]
4,4,5,[0.3372931],[0.],[0.3372931],[0.3372931]
5,5,5,[0.3372931],[0.],[0.3372931],[0.3372931]
6,6,5,[0.33820024],[0.00181426],[0.3372931],[0.34182873]
7,7,5,[0.3372931],[0.],[0.3372931],[0.3372931]
8,8,5,[0.3372931],[0.],[0.3372931],[0.3372931]
9,9,5,[0.3372931],[0.],[0.3372931],[0.3372931]
10,10,5,[0.3372931],[0.],[0.3372931],[0.3372931]
11,11,5,[0.3372931],[0.],[0.3372931],[0.3372931]
12,12,5,[0.3372931],[0.],[0.3372931],[0.3372931]
13,13,5,[0.31858557],[0.01527462],[0.3061139],[0.3372931]
14,14,5,[0.30936152],[0.00649523],[0.3061139],[0.32235196]
15,15,5,[0.3061139],[0.],[0.3061139],[0.3061139]
16,16,5,[0.3061139],[0.],[0.3061139],[0.3061139]
17,17,5,[0.3061139],[0.],[0.3061139],[0.3061139]
18,18,5,[0.3061139],[0.],[0.3061139],[0.3061139]
19,19,5,[0.3061139],[0.],[0.3061139],[0.3061139]
20,20,5,[0.29774258],[0.00683515],[0.2921617],[0.3061139]
21,21,5,[0.2921617],[0.],[0.2921617],[0.2921617]
22,22,5,[0.2921617],[0.],[0.2921617],[0.2921617]
23,23,5,[0.2921617],[0.],[0.2921617],[0.2921617]
24,24,5,[0.2921617],[0.],[0.2921617],[0.2921617]
25,25,5,[0.2921617],[0.],[0.2921617],[0.2921617]
26,26,5,[0.2921617],[0.],[0.2921617],[0.2921617]
27,27,5,[0.2921617],[0.],[0.2921617],[0.2921617]
28,28,5,[0.2921617],[0.],[0.2921617],[0.2921617]
29,29,5,[0.2921617],[0.],[0.2921617],[0.2921617]
30,30,5,[0.2921617],[0.],[0.2921617],[0.2921617]
