,gen,nevals,avg,std,min,max
0,0,50,[0.9260512],[0.0567475],[0.8038671],[0.99359924]
1,1,5,[0.77855414],[0.01218142],[0.77246344],[0.802917]
2,2,5,[0.74544775],[0.01223636],[0.7393296],[0.76992047]
3,3,5,[0.7393296],[0.],[0.7393296],[0.7393296]
4,4,5,[0.5142188],[0.17600617],[0.37051037],[0.72978145]
5,5,5,[0.8269399],[0.05837921],[0.7624874],[0.91604996]
6,6,5,[0.8032548],[0.0282882],[0.7891107],[0.8598312]
7,7,5,[0.8300764],[0.03382239],[0.7891107],[0.86654484]
8,8,5,[0.7251189],[0.],[0.7251189],[0.7251189]
9,9,5,[0.66894925],[0.0879796],[0.5976056],[0.79220843]
10,10,5,[0.5976056],[0.],[0.5976056],[0.5976056]
11,11,5,[0.66858333],[0.10220911],[0.5851299],[0.7937634]
12,12,5,[0.73718023],[0.00068579],[0.73683727],[0.73855174]
13,13,5,[0.7553485],[0.02267147],[0.73683727],[0.7831152]
14,14,5,[0.60533243],[0.],[0.60533243],[0.60533243]
15,15,5,[0.31120372],[0.],[0.31120372],[0.31120372]
16,16,5,[0.4102757],[0.12133787],[0.31120372],[0.5588836]
17,17,5,[0.30488238],[0.00774201],[0.2954004],[0.31120372]
18,18,5,[0.3419568],[0.26770887],[0.12577191],[0.7287674]
19,19,5,[0.24321404],[0.23488426],[0.12577191],[0.7129826]
20,20,5,[0.51965266],[0.32784292],[0.12577191],[0.8984718]
21,21,5,[0.38150588],[0.31320885],[0.12577191],[0.7651068]
22,22,5,[0.6163238],[0.24530703],[0.12577191],[0.7465216]
23,23,5,[0.8056261],[0.00899777],[0.80112725],[0.8236217]
24,24,5,[0.76786876],[0.04073316],[0.71798104],[0.80112725]
25,25,5,[0.80112725],[0.],[0.80112725],[0.80112725]
26,26,5,[0.77009904],[0.01740726],[0.75588614],[0.79141855]
27,27,5,[0.8207529],[0.0102052],[0.8124204],[0.8332517]
28,28,5,[0.7629179],[0.01464171],[0.74352294],[0.78900975]
29,29,5,[0.84725875],[0.00011997],[0.8471988],[0.8474987]
30,30,5,[0.76176643],[0.00486186],[0.7593355],[0.77149016]
