,gen,nevals,avg,std,min,max
0,0,30,[0.93612635],[0.0555822],[0.80219907],[0.9940947]
1,1,5,[0.84058464],[0.00369123],[0.8375708],[0.84510547]
2,2,5,[0.8161336],[0.01631985],[0.8079737],[0.8487733]
3,3,5,[0.7741174],[0.01851625],[0.75164],[0.79223526]
4,4,5,[0.6173414],[0.0619042],[0.5863893],[0.7411498]
5,5,5,[0.69084126],[0.08713657],[0.5863893],[0.7931005]
6,6,5,[0.63655496],[0.],[0.63655496],[0.63655496]
7,7,5,[0.63655496],[0.],[0.63655496],[0.63655496]
8,8,5,[0.7165189],[0.05638607],[0.68832576],[0.8292909]
9,9,5,[0.4503087],[0.17803371],[0.3049448],[0.6683546]
10,10,5,[0.5185297],[0.],[0.5185297],[0.5185297]
11,11,5,[0.35771197],[0.08040887],[0.31750754],[0.5185297]
12,12,5,[0.62639153],[0.09938014],[0.5452479],[0.7481068]
13,13,5,[0.4642467],[0.11150105],[0.32829902],[0.5741398]
14,14,5,[0.7376262],[0.01231022],[0.7314711],[0.76224667]
15,15,5,[0.7806529],[0.06474164],[0.7277915],[0.8599448]
16,16,5,[0.7856435],[0.05688723],[0.7391953],[0.85531586]
17,17,5,[0.7326258],[0.00409899],[0.7305763],[0.74082375]
18,18,5,[0.7282756],[0.1010949],[0.6044602],[0.81081927]
19,19,5,[0.74337804],[0.09412383],[0.6681769],[0.8868584]
20,20,5,[0.6802832],[0.02165218],[0.66945714],[0.7235876]
21,21,5,[0.3152252],[0.],[0.3152252],[0.3152252]
22,22,5,[0.7880253],[0.01028593],[0.7828824],[0.8085972]
23,23,5,[0.6137921],[0.0454099],[0.59108716],[0.7046119]
24,24,5,[0.70300186],[0.00454232],[0.6992931],[0.70856506]
25,25,5,[0.71764743],[0.0181648],[0.70856506],[0.75397706]
