,gen,nevals,avg,std,min,max
0,0,50,[0.93161714],[0.0557012],[0.76852524],[0.9909974]
1,1,5,[0.8998116],[0.00850513],[0.8955591],[0.9168219]
2,2,5,[0.80803984],[0.03746281],[0.78410596],[0.8808262]
3,3,5,[0.7906908],[0.00806471],[0.78410596],[0.800568]
4,4,5,[0.800568],[0.],[0.800568],[0.800568]
5,5,5,[0.800568],[0.],[0.800568],[0.800568]
6,6,5,[0.78936696],[0.00914559],[0.78189963],[0.800568]
7,7,5,[0.8731979],[0.04927359],[0.8132085],[0.91808444]
8,8,5,[0.7485236],[0.02246361],[0.7372918],[0.79345083]
9,9,5,[0.71779424],[0.06990214],[0.6607194],[0.80340654]
10,10,5,[0.8144943],[0.02663244],[0.7818763],[0.8362396]
11,11,5,[0.85281736],[0.05279193],[0.80804664],[0.9174341]
12,12,5,[0.8145509],[0.00949068],[0.80292726],[0.8223]
13,13,5,[0.75019664],[0.],[0.75019664],[0.75019664]
14,14,5,[0.73499095],[0.],[0.73499095],[0.73499095]
15,15,5,[0.77028495],[0.07058787],[0.73499095],[0.91146064]
16,16,5,[0.6503185],[0.07354324],[0.61354685],[0.79740494]
17,17,5,[0.48227444],[0.13990761],[0.40261874],[0.76031864]
18,18,5,[0.47835746],[0.09276059],[0.40261874],[0.5919655]
19,19,5,[0.7454724],[0.],[0.7454724],[0.7454724]
20,20,5,[0.7368413],[0.01673779],[0.7242446],[0.7660002]
21,21,5,[0.7245323],[0.00057547],[0.7242446],[0.7256833]
22,22,5,[0.77288836],[0.03311276],[0.756332],[0.8391139]
23,23,5,[0.7780897],[0.01087887],[0.756332],[0.78352916]
24,24,5,[0.7466787],[0.03008829],[0.7221117],[0.78352916]
25,25,5,[0.7381465],[0.00650107],[0.7328384],[0.74610865]
26,26,5,[0.7507511],[0.05962558],[0.7099253],[0.868228]
27,27,5,[0.77118933],[0.02618384],[0.7580974],[0.823557]
28,28,5,[0.83979094],[5.9604645e-08],[0.8397909],[0.8397909]
29,29,5,[0.832695],[0.00869068],[0.8220511],[0.8397909]
30,30,5,[0.81552875],[0.00243188],[0.8135432],[0.81850725]
