,gen,nevals,avg,std,min,max
0,0,50,[0.9296014],[0.05402097],[0.7520909],[1.003567]
1,1,5,[0.77924836],[0.],[0.77924836],[0.77924836]
2,2,5,[0.77924836],[0.],[0.77924836],[0.77924836]
3,3,5,[0.77924836],[0.],[0.77924836],[0.77924836]
4,4,5,[0.77924836],[0.],[0.77924836],[0.77924836]
5,5,5,[0.77924836],[0.],[0.77924836],[0.77924836]
6,6,5,[0.77924836],[0.],[0.77924836],[0.77924836]
7,7,5,[0.77924836],[0.],[0.77924836],[0.77924836]
8,8,5,[0.77924836],[0.],[0.77924836],[0.77924836]
9,9,5,[0.77924836],[0.],[0.77924836],[0.77924836]
10,10,5,[0.77924836],[0.],[0.77924836],[0.77924836]
11,11,5,[0.77924836],[0.],[0.77924836],[0.77924836]
12,12,5,[0.77924836],[0.],[0.77924836],[0.77924836]
13,13,5,[0.77924836],[0.],[0.77924836],[0.77924836]
14,14,5,[0.49744573],[0.2300909],[0.3095773],[0.77924836]
15,15,5,[0.3095773],[0.],[0.3095773],[0.3095773]
16,16,5,[0.3095773],[0.],[0.3095773],[0.3095773]
17,17,5,[0.3095773],[0.],[0.3095773],[0.3095773]
18,18,5,[0.3095773],[0.],[0.3095773],[0.3095773]
19,19,5,[0.3095773],[0.],[0.3095773],[0.3095773]
20,20,5,[0.3095773],[0.],[0.3095773],[0.3095773]
21,21,5,[0.3095773],[0.],[0.3095773],[0.3095773]
22,22,5,[0.3095773],[0.],[0.3095773],[0.3095773]
23,23,5,[0.3095773],[0.],[0.3095773],[0.3095773]
24,24,5,[0.3095773],[0.],[0.3095773],[0.3095773]
25,25,5,[0.3095773],[0.],[0.3095773],[0.3095773]
26,26,5,[0.3095773],[0.],[0.3095773],[0.3095773]
27,27,5,[0.3095773],[0.],[0.3095773],[0.3095773]
28,28,5,[0.3095773],[0.],[0.3095773],[0.3095773]
29,29,5,[0.3095773],[0.],[0.3095773],[0.3095773]
30,30,5,[0.3095773],[0.],[0.3095773],[0.3095773]
