,gen,nevals,avg,std,min,max
0,0,30,[0.924116],[0.06372848],[0.76994044],[1.0192982]
1,1,5,[0.7885572],[0.01616885],[0.7753554],[0.8083599]
2,2,5,[0.69839346],[0.07318924],[0.63863474],[0.78803164]
3,3,5,[0.6894209],[0.06220009],[0.63863474],[0.76560014]
4,4,5,[0.650757],[0.],[0.650757],[0.650757]
5,5,5,[0.6679142],[0.03431432],[0.650757],[0.7365428]
6,6,5,[0.68520534],[0.0421904],[0.650757],[0.7368778]
7,7,5,[0.7934044],[0.1164711],[0.650757],[0.88850266]
8,8,5,[0.63342273],[0.05452423],[0.60616064],[0.7424712]
9,9,5,[0.7777802],[0.01167665],[0.7711852],[0.8010053]
10,10,5,[0.80340797],[0.04398916],[0.7814134],[0.8913863]
11,11,5,[0.7142699],[0.03200576],[0.69826704],[0.77828145]
12,12,5,[0.77605486],[0.03617382],[0.75796795],[0.8484025]
13,13,5,[0.7595851],[0.00213077],[0.75851977],[0.7638467]
14,14,5,[0.7275377],[0.02028742],[0.7109731],[0.7523846]
15,15,5,[0.76046664],[0.09477667],[0.70010024],[0.9447774]
16,16,5,[0.6112137],[0.05511969],[0.56620866],[0.67872125]
17,17,5,[0.64600074],[0.05045016],[0.60480875],[0.708139]
18,18,5,[0.73744136],[0.04969122],[0.6995386],[0.82232624]
19,19,5,[0.8152286],[0.03468355],[0.77275],[0.8435475]
20,20,5,[0.8068951],[3.2544136e-05],[0.8068788],[0.80696017]
21,21,5,[0.8085042],[0.00199072],[0.8068788],[0.81094235]
22,22,5,[0.8268563],[0.0886993],[0.75443363],[0.9354903]
23,23,5,[0.79012334],[0.02996049],[0.77514315],[0.85004437]
24,24,5,[0.7811631],[0.06961188],[0.74635714],[0.92038685]
25,25,5,[0.74635714],[0.],[0.74635714],[0.74635714]
