,gen,nevals,avg,std,min,max
0,0,50,[0.9244113],[0.05301933],[0.79914165],[0.99526197]
1,1,5,[0.85198545],[0.01161338],[0.8425032],[0.8662089]
2,2,5,[0.7758123],[0.],[0.7758123],[0.7758123]
3,3,5,[0.61274636],[0.08724125],[0.56891024],[0.7872276]
4,4,5,[0.6445521],[0.09287158],[0.56891024],[0.76833296]
5,5,5,[0.74597985],[0.00224444],[0.7441898],[0.74942493]
6,6,5,[0.77222097],[0.05606237],[0.7441898],[0.8843457]
7,7,5,[0.7747329],[0.],[0.7747329],[0.7747329]
8,8,5,[0.530919],[0.1984641],[0.3690345],[0.7877188]
9,9,5,[0.5319494],[0.20003727],[0.3690345],[0.7988503]
10,10,5,[0.78681725],[0.05949518],[0.7440999],[0.89568496]
11,11,5,[0.7353786],[0.0071209],[0.7295644],[0.7440999]
12,12,5,[0.6040834],[0.04700735],[0.5805797],[0.69809806]
13,13,5,[0.65748084],[0.09436879],[0.5805797],[0.7821593]
14,14,5,[0.58935946],[0.01075558],[0.5805797],[0.6029027]
15,15,5,[0.6171557],[0.],[0.6171557],[0.6171557]
16,16,5,[0.73375636],[0.09520408],[0.6171557],[0.8114902]
17,17,5,[0.58988154],[0.],[0.58988154],[0.58988154]
18,18,5,[0.62504196],[0.07032092],[0.58988154],[0.7656838]
19,19,5,[0.7590319],[0.03358915],[0.7316065],[0.80017006]
20,20,5,[0.7656417],[0.02440476],[0.7534393],[0.8144512]
21,21,5,[0.84702474],[0.06279431],[0.8079053],[0.9698839]
22,22,5,[0.84738684],[0.06652286],[0.7930712],[0.9288604]
23,23,5,[0.78533435],[0.00527183],[0.7810299],[0.79179096]
24,24,5,[0.77790457],[0.00225972],[0.775137],[0.77974963]
25,25,5,[0.7636717],[0.01176139],[0.74933016],[0.775137]
26,26,5,[0.82051337],[0.0336628],[0.773222],[0.87873393]
27,27,5,[0.792912],[0.05687974],[0.72330254],[0.8433959]
28,28,5,[0.7673438],[0.03422048],[0.73947906],[0.81313384]
29,29,5,[0.7303474],[0.00745598],[0.7242596],[0.73947906]
30,30,5,[0.7510486],[0.02444418],[0.73109],[0.7809865]
