,gen,nevals,avg,std,min,max
0,0,50,[0.9309167],[0.05328074],[0.7961232],[1.0138236]
1,1,5,[0.9030479],[0.0179612],[0.8883932],[0.9261061]
2,2,5,[0.8944537],[0.0074226],[0.8883932],[0.90354455]
3,3,5,[0.8988907],[0.00390581],[0.89413834],[0.90354455]
4,4,5,[0.87255955],[0.01202674],[0.8665462],[0.89661306]
5,5,5,[0.8870281],[0.00366156],[0.88519734],[0.89435124]
6,6,5,[0.8776614],[0.00922954],[0.8663576],[0.88519734]
7,7,5,[0.8701256],[0.00753589],[0.8663576],[0.88519734]
8,8,5,[0.8663576],[0.],[0.8663576],[0.8663576]
9,9,5,[0.8663576],[0.],[0.8663576],[0.8663576]
10,10,5,[0.8663576],[0.],[0.8663576],[0.8663576]
11,11,5,[0.8663576],[0.],[0.8663576],[0.8663576]
12,12,5,[0.8663576],[0.],[0.8663576],[0.8663576]
13,13,5,[0.85918015],[0.01435497],[0.8304702],[0.8663576]
14,14,5,[0.8663576],[0.],[0.8663576],[0.8663576]
15,15,5,[0.8737526],[0.01478996],[0.8663576],[0.90333253]
16,16,5,[0.86632955],[3.4339446e-05],[0.8662875],[0.8663576]
17,17,5,[0.87119323],[0.00670264],[0.8663576],[0.8834092]
18,18,5,[0.8663576],[0.],[0.8663576],[0.8663576]
19,19,5,[0.81638795],[0.0612001],[0.74143344],[0.8663576]
20,20,5,[0.74143344],[0.],[0.74143344],[0.74143344]
21,21,5,[0.74143344],[0.],[0.74143344],[0.74143344]
22,22,5,[0.74143344],[0.],[0.74143344],[0.74143344]
23,23,5,[0.74143344],[0.],[0.74143344],[0.74143344]
24,24,5,[0.74143344],[0.],[0.74143344],[0.74143344]
25,25,5,[0.74143344],[0.],[0.74143344],[0.74143344]
26,26,5,[0.40382028],[0.16880658],[0.31941697],[0.74143344]
27,27,5,[0.37193742],[0.10504086],[0.31941697],[0.5820191]
28,28,5,[0.31941697],[0.],[0.31941697],[0.31941697]
29,29,5,[0.31941697],[0.],[0.31941697],[0.31941697]
30,30,5,[0.31941697],[0.],[0.31941697],[0.31941697]
