,gen,nevals,avg,std,min,max
0,0,50,[0.9335884],[0.05245976],[0.79226017],[1.0050898]
1,1,5,[0.87624454],[0.06390228],[0.8245522],[0.9675077]
2,2,5,[0.779055],[0.00398737],[0.7757994],[0.7839386]
3,3,5,[0.6439761],[0.08578976],[0.573929],[0.7490466]
4,4,5,[0.7562598],[0.01537671],[0.74857146],[0.78701323]
5,5,5,[0.80848664],[0.00223685],[0.80666023],[0.8112262]
6,6,5,[0.81978416],[0.03468072],[0.7789153],[0.8642774]
7,7,5,[0.62395823],[0.06587742],[0.5910195],[0.75571305]
8,8,5,[0.75110763],[0.],[0.75110763],[0.75110763]
9,9,5,[0.8117852],[0.05805814],[0.7827562],[0.92790157]
10,10,5,[0.7324443],[0.02041645],[0.7158953],[0.7611499]
11,11,5,[0.7127814],[0.],[0.7127814],[0.7127814]
12,12,5,[0.73243296],[0.02033761],[0.70986384],[0.76318914]
13,13,5,[0.7345443],[0.02869101],[0.72019875],[0.79192626]
14,14,5,[0.81562006],[0.03531755],[0.795737],[0.88614005]
15,15,5,[0.77140737],[0.],[0.77140737],[0.77140737]
16,16,5,[0.7817006],[0.01094234],[0.7762295],[0.80358535]
17,17,5,[0.64981353],[0.09946047],[0.5686044],[0.77162725]
18,18,5,[0.75366634],[0.00098428],[0.7528627],[0.75487185]
19,19,5,[0.7135553],[0.06001873],[0.6646152],[0.7918505]
20,20,5,[0.8273341],[0.01532701],[0.8148197],[0.8461058]
21,21,5,[0.7617764],[0.07386],[0.7248464],[0.9094964]
22,22,5,[0.7306074],[0.04652484],[0.69262004],[0.7875885]
23,23,5,[0.74161273],[0.00425975],[0.73639566],[0.74509084]
24,24,5,[0.61999816],[0.07799347],[0.5810014],[0.77598506]
25,25,5,[0.5574318],[0.26602173],[0.34039974],[0.8998027]
26,26,5,[0.7899292],[0.05995585],[0.74097544],[0.8633598]
27,27,5,[0.7254472],[0.06614454],[0.64443696],[0.77945393]
28,28,5,[0.6297831],[0.0631412],[0.59821254],[0.75606555]
29,29,5,[0.40462533],[0.19472176],[0.30726442],[0.7940688]
30,30,5,[0.36688274],[0.11880188],[0.30748183],[0.6044865]
