,gen,nevals,avg,std,min,max
0,0,50,[0.9328301],[0.05686842],[0.73609006],[1.0073277]
1,1,5,[0.74139386],[0.0252702],[0.72875875],[0.79193425]
2,2,5,[0.7913201],[0.00931845],[0.78666085],[0.80995697]
3,3,5,[0.80138797],[0.],[0.80138797],[0.80138797]
4,4,5,[0.79185194],[0.0651013],[0.73870444],[0.8732975]
5,5,5,[0.6666976],[0.02988648],[0.6517544],[0.7264706]
6,6,5,[0.6486638],[0.10174765],[0.59779],[0.85215914]
7,7,5,[0.7809377],[0.01282892],[0.77452314],[0.80659544]
8,8,5,[0.7410713],[0.02441635],[0.72114277],[0.77201414]
9,9,5,[0.73333395],[0.02465305],[0.71320486],[0.7635277]
10,10,5,[0.7879656],[0.03375694],[0.74662197],[0.81552804]
11,11,5,[0.7726264],[0.],[0.7726264],[0.7726264]
12,12,5,[0.7835013],[0.0247128],[0.7711449],[0.8329269]
13,13,5,[0.908171],[0.02507787],[0.8956321],[0.95832676]
14,14,5,[0.8992214],[0.00565866],[0.8953286],[0.9098797]
15,15,5,[0.63251096],[0.08529286],[0.58986455],[0.8030967]
16,16,5,[0.45771044],[0.26112568],[0.32714763],[0.9799618]
17,17,5,[0.5915767],[0.10092837],[0.54111254],[0.7934335]
18,18,5,[0.5152587],[0.24102694],[0.32175347],[0.8749349]
19,19,5,[0.3428907],[0.],[0.3428907],[0.3428907]
20,20,5,[0.5355321],[0.20292938],[0.36984095],[0.7840688]
21,21,5,[0.8148823],[0.00166113],[0.81405175],[0.8182046]
22,22,5,[0.75425327],[0.],[0.75425327],[0.75425327]
23,23,5,[0.7535142],[0.06710777],[0.71996033],[0.88772976]
24,24,5,[0.8208254],[0.06738844],[0.765803],[0.90335906]
25,25,5,[0.7738039],[0.05195692],[0.7399591],[0.8741018]
26,26,5,[0.9311382],[0.03612498],[0.901803],[0.9810961]
27,27,5,[0.9360863],[0.03093622],[0.9206182],[0.9979587]
28,28,5,[0.8016769],[0.02910544],[0.76603025],[0.8254415]
29,29,5,[0.82214004],[0.06670435],[0.76822305],[0.91792405]
30,30,5,[0.72955155],[0.10661403],[0.59907794],[0.82420236]
