,gen,nevals,avg,std,min,max
0,0,50,[0.9250447],[0.05098821],[0.769843],[0.9943366]
1,1,5,[0.895325],[0.00318713],[0.8937315],[0.9016993]
2,2,5,[0.8098602],[0.],[0.8098602],[0.8098602]
3,3,5,[0.7783287],[0.06702528],[0.74481606],[0.91237926]
4,4,5,[0.761356],[0.01029186],[0.7562101],[0.78193974]
5,5,5,[0.8028806],[0.00169595],[0.80149585],[0.8049577]
6,6,5,[0.7365263],[0.05910621],[0.6882663],[0.80891633]
7,7,5,[0.71767974],[0.06818476],[0.6835874],[0.85404927]
8,8,5,[0.7250601],[0.05157797],[0.6829469],[0.78823]
9,9,5,[0.78616744],[0.02351632],[0.7744093],[0.8332001]
10,10,5,[0.85655385],[0.02357697],[0.8447654],[0.90370786]
11,11,5,[0.8665285],[0.02258203],[0.8552375],[0.91169256]
12,12,5,[0.8871803],[0.01935628],[0.86347383],[0.9029847]
13,13,5,[0.6115055],[0.02662374],[0.58976734],[0.6441128]
14,14,5,[0.6914715],[0.],[0.6914715],[0.6914715]
15,15,5,[0.8784444],[0.02412387],[0.8512506],[0.91379374]
16,16,5,[0.78806895],[0.0642496],[0.7502904],[0.9152205]
17,17,5,[0.735912],[0.],[0.735912],[0.735912]
18,18,5,[0.511668],[0.2071387],[0.34253997],[0.76536006]
19,19,5,[0.698473],[0.02997648],[0.6739972],[0.73518646]
20,20,5,[0.78248537],[0.03892961],[0.73480654],[0.8142713]
21,21,5,[0.7975154],[0.00031652],[0.79735714],[0.79814845]
22,22,5,[0.78036845],[0.00249498],[0.7791209],[0.78535837]
23,23,5,[0.82835805],[0.05260624],[0.76585114],[0.8912954]
24,24,5,[0.9035052],[0.],[0.9035052],[0.9035052]
25,25,5,[0.82980794],[0.00535662],[0.82712966],[0.8405212]
26,26,5,[0.78203523],[0.0554999],[0.71406204],[0.82735074]
27,27,5,[0.8186313],[0.09409774],[0.7418008],[0.933877]
28,28,5,[0.8397711],[0.03006353],[0.8247393],[0.8998981]
29,29,5,[0.29752922],[0.],[0.29752922],[0.29752922]
30,30,5,[0.33927968],[0.],[0.33927968],[0.33927968]
