,gen,nevals,avg,std,min,max
0,0,50,[0.91725844],[0.06118409],[0.7234524],[0.9927782]
1,1,5,[0.93906915],[0.01684289],[0.9274437],[0.9707337]
2,2,5,[0.88049346],[0.05105438],[0.83880776],[0.9430221]
3,3,5,[0.83880776],[0.],[0.83880776],[0.83880776]
4,4,5,[0.83880776],[0.],[0.83880776],[0.83880776]
5,5,5,[0.83880776],[0.],[0.83880776],[0.83880776]
6,6,5,[0.8224705],[0.00816865],[0.81838614],[0.83880776]
7,7,5,[0.7893529],[0.01451662],[0.7820946],[0.81838614]
8,8,5,[0.71322477],[0.],[0.71322477],[0.71322477]
9,9,5,[0.71322477],[0.],[0.71322477],[0.71322477]
10,10,5,[0.71322477],[0.],[0.71322477],[0.71322477]
11,11,5,[0.71322477],[0.],[0.71322477],[0.71322477]
12,12,5,[0.6452226],[0.0555235],[0.5998879],[0.71322477]
13,13,5,[0.50643194],[0.11566626],[0.36477637],[0.602831]
14,14,5,[0.45079556],[0.12261202],[0.3246493],[0.5998879]
15,15,5,[0.30857736],[0.00571544],[0.30157742],[0.31324401]
16,16,5,[0.31324401],[0.],[0.31324401],[0.31324401]
17,17,5,[0.31324401],[0.],[0.31324401],[0.31324401]
18,18,5,[0.31324401],[0.],[0.31324401],[0.31324401]
19,19,5,[0.31324401],[0.],[0.31324401],[0.31324401]
20,20,5,[0.31324401],[0.],[0.31324401],[0.31324401]
21,21,5,[0.31324401],[0.],[0.31324401],[0.31324401]
22,22,5,[0.31324401],[0.],[0.31324401],[0.31324401]
23,23,5,[0.31324401],[0.],[0.31324401],[0.31324401]
24,24,5,[0.31324401],[0.],[0.31324401],[0.31324401]
25,25,5,[0.31324401],[0.],[0.31324401],[0.31324401]
26,26,5,[0.31324401],[0.],[0.31324401],[0.31324401]
27,27,5,[0.31324401],[0.],[0.31324401],[0.31324401]
28,28,5,[0.31324401],[0.],[0.31324401],[0.31324401]
29,29,5,[0.31324401],[0.],[0.31324401],[0.31324401]
30,30,5,[0.31324401],[0.],[0.31324401],[0.31324401]
