,gen,nevals,avg,std,min,max
0,0,50,[0.9129908],[0.0588539],[0.75963473],[0.98663706]
1,1,5,[0.60493046],[0.09813018],[0.55586535],[0.8011908]
2,2,5,[0.6818396],[0.09154561],[0.6094631],[0.8265662]
3,3,5,[0.74935305],[0.],[0.74935305],[0.74935305]
4,4,5,[0.6287919],[0.05991714],[0.5988333],[0.7486262]
5,5,5,[0.41040188],[0.14508754],[0.3378581],[0.70057696]
6,6,5,[0.7683463],[0.052254],[0.666012],[0.8144604]
7,7,5,[0.6823149],[0.04267478],[0.6609775],[0.76766443]
8,8,5,[0.70991933],[0.08052707],[0.61129427],[0.77566946]
9,9,5,[0.73383963],[0.],[0.73383963],[0.73383963]
10,10,5,[0.58590966],[0.],[0.58590966],[0.58590966]
11,11,5,[0.83477545],[0.03322423],[0.8181633],[0.90122384]
12,12,5,[0.83629835],[0.00839021],[0.83210325],[0.8530788]
13,13,5,[0.6520818],[0.14662571],[0.5787689],[0.9453332]
14,14,5,[0.7261724],[0.08749829],[0.6590686],[0.8743036]
15,15,5,[0.8721512],[0.00585051],[0.8650581],[0.87839353]
16,16,5,[0.5890226],[0.],[0.5890226],[0.5890226]
17,17,5,[0.7331339],[0.03438578],[0.715941],[0.80190545]
18,18,5,[0.7494854],[0.01599004],[0.7197731],[0.7635256]
19,19,5,[0.6174935],[0.16952246],[0.47907904],[0.8251153]
20,20,5,[0.768438],[0.05593539],[0.73018366],[0.8786594]
21,21,5,[0.82236403],[0.02343707],[0.7936596],[0.84150034]
22,22,5,[0.8008979],[0.02251504],[0.78251445],[0.8284731]
23,23,5,[0.8224734],[0.03981834],[0.78192407],[0.86969984]
24,24,5,[0.6182295],[0.01804818],[0.6049204],[0.65044457]
25,25,5,[0.8566438],[0.00114599],[0.8552402],[0.85757947]
26,26,5,[0.75175893],[0.04063494],[0.73144144],[0.8330288]
27,27,5,[0.72523034],[0.02710338],[0.7116786],[0.77943707]
28,28,5,[0.45427436],[0.17189601],[0.36832637],[0.7980664]
29,29,5,[0.81651527],[0.01569886],[0.8086659],[0.847913]
30,30,5,[0.8981868],[0.00767026],[0.89435166],[0.9135273]
