,gen,nevals,avg,std,min,max
0,0,50,[0.9167644],[0.06435034],[0.7570394],[0.99759525]
1,1,5,[0.86974716],[0.00345129],[0.86692923],[0.87397414]
2,2,5,[0.8401324],[0.00794242],[0.83040494],[0.84661734]
3,3,5,[0.83578664],[0.],[0.83578664],[0.83578664]
4,4,5,[0.7958823],[0.],[0.7958823],[0.7958823]
5,5,5,[0.7342022],[0.03084004],[0.7187822],[0.7958823]
6,6,5,[0.7502043],[0.06284425],[0.7187822],[0.8758928]
7,7,5,[0.471725],[0.23727025],[0.27799463],[0.7623205]
8,8,5,[0.52095443],[0.29],[0.27799463],[0.8760317]
9,9,5,[0.7293855],[0.02533464],[0.7167181],[0.7800547]
10,10,5,[0.75241345],[0.00447328],[0.75017685],[0.76136005]
11,11,5,[0.6485374],[0.03751845],[0.6297782],[0.72357434]
12,12,5,[0.6689677],[0.01763587],[0.6601498],[0.7042395]
13,13,5,[0.6601498],[0.],[0.6601498],[0.6601498]
14,14,5,[0.68746924],[0.05463888],[0.6601498],[0.796747]
15,15,5,[0.7898831],[0.00562315],[0.7870715],[0.8011294]
16,16,5,[0.82468015],[0.00441907],[0.8192679],[0.8282883]
17,17,5,[0.80989236],[0.0127625],[0.7994718],[0.82552314]
18,18,5,[0.2869414],[0.22205248],[0.17591515],[0.7310464]
19,19,5,[0.5418257],[0.2390102],[0.34667477],[0.8345523]
20,20,5,[0.7793685],[0.00483838],[0.775418],[0.7852943]
21,21,5,[0.8128974],[0.00019745],[0.81265557],[0.8130586]
22,22,5,[0.76365674],[0.00848987],[0.7532588],[0.7705887]
23,23,5,[0.80653876],[0.0571645],[0.77795655],[0.9208678]
24,24,5,[0.8431953],[0.05584467],[0.77795655],[0.94728184]
25,25,5,[0.7253373],[0.05403747],[0.6983186],[0.8334123]
26,26,5,[0.7820128],[0.01273336],[0.7756461],[0.8074795]
27,27,5,[0.816271],[0.01459312],[0.8043558],[0.8341439]
28,28,5,[0.806149],[0.0056277],[0.80333513],[0.8174044]
29,29,5,[0.73188984],[0.03572264],[0.71402854],[0.80333513]
30,30,5,[0.39979786],[0.14999594],[0.27732667],[0.5835046]
