,gen,nevals,avg,std,min,max
0,0,50,[0.9331333],[0.05583452],[0.78717345],[1.0052578]
1,1,5,[0.80096406],[0.01977148],[0.7767491],[0.81710744]
2,2,5,[0.65362865],[0.07090437],[0.61817646],[0.7954374]
3,3,5,[0.63146913],[0.08583661],[0.58554715],[0.80287874]
4,4,5,[0.77296764],[0.00485459],[0.76900387],[0.77891326]
5,5,5,[0.84432614],[5.9604645e-08],[0.8443261],[0.8443261]
6,6,5,[0.7245425],[0.],[0.7245425],[0.7245425]
7,7,5,[0.76150036],[0.02262036],[0.7430912],[0.7920017]
8,8,5,[0.72803557],[0.00908051],[0.72201544],[0.7454462]
9,9,5,[0.75990164],[0.03642362],[0.73016185],[0.80451125]
10,10,5,[0.598876],[0.],[0.598876],[0.598876]
11,11,5,[0.730746],[0.11244562],[0.598876],[0.8778451]
12,12,5,[0.7433032],[0.10659066],[0.5304131],[0.80012107]
13,13,5,[0.80224323],[0.00424442],[0.80012107],[0.8107321]
14,14,5,[0.7785316],[0.],[0.7785316],[0.7785316]
15,15,5,[0.803912],[0.02491073],[0.7785316],[0.8342233]
16,16,5,[0.6180234],[0.07816143],[0.57894266],[0.77434623]
17,17,5,[0.6110128],[0.06414042],[0.57894266],[0.7392937]
18,18,5,[0.57533866],[0.00294268],[0.57293594],[0.57894266]
19,19,5,[0.62972754],[0.0380712],[0.6106919],[0.7058699]
20,20,5,[0.36755624],[0.12780607],[0.3036532],[0.6231684]
21,21,5,[0.40775713],[0.10366483],[0.32311517],[0.5347201]
22,22,5,[0.3624591],[0.11539411],[0.30476204],[0.5932473]
23,23,5,[0.4471956],[0.18302229],[0.30476204],[0.7483985]
24,24,5,[0.81853104],[0.07192514],[0.6929988],[0.91792995]
25,25,5,[0.8033534],[0.02033544],[0.7931857],[0.8440243]
26,26,5,[0.80176055],[0.01050197],[0.7931857],[0.81462276]
27,27,5,[0.79747313],[0.00857482],[0.7931857],[0.81462276]
28,28,5,[0.858696],[0.04008713],[0.82637274],[0.9171541]
29,29,5,[0.76594365],[0.00845226],[0.75904244],[0.77629554]
30,30,5,[0.8904279],[0.10727876],[0.75904244],[0.97949225]
