,gen,nevals,avg,std,min,max
0,0,50,[0.9225951],[0.05754773],[0.8062976],[1.000618]
1,1,5,[0.8125637],[0.0655746],[0.73843986],[0.8850218]
2,2,5,[0.7967594],[0.05394249],[0.76978815],[0.90464437]
3,3,5,[0.74211895],[0.02569544],[0.72927123],[0.79350984]
4,4,5,[0.68181026],[0.09781828],[0.63290113],[0.87744683]
5,5,5,[0.62010634],[0.04731403],[0.58664703],[0.70768946]
6,6,5,[0.6709391],[0.07607584],[0.63290113],[0.82309073]
7,7,5,[0.590681],[0.],[0.590681],[0.590681]
8,8,5,[0.61433446],[0.04730678],[0.590681],[0.70894796]
9,9,5,[0.36603326],[0.11232388],[0.30987132],[0.590681]
10,10,5,[0.30338496],[0.00529608],[0.29906073],[0.30987132]
11,11,5,[0.35281914],[0.09417643],[0.30573097],[0.541172]
12,12,5,[0.5172051],[0.15374468],[0.35159332],[0.76118666]
13,13,5,[0.43615493],[0.1801153],[0.3460973],[0.7963855]
14,14,5,[0.43681937],[0.18144417],[0.3460973],[0.7997077]
15,15,5,[0.29775706],[0.],[0.29775706],[0.29775706]
16,16,5,[0.46607733],[0.20614938],[0.29775706],[0.7185577]
17,17,5,[0.27334154],[0.01220776],[0.26723766],[0.29775706]
18,18,5,[0.23703888],[0.01509939],[0.22948919],[0.26723766]
19,19,5,[0.24550442],[0.03203044],[0.22948919],[0.3095653]
20,20,5,[0.3837502],[0.16888045],[0.29931],[0.7215111]
21,21,5,[0.35233045],[0.10604089],[0.29931],[0.56441224]
22,22,5,[0.29931],[0.],[0.29931],[0.29931]
23,23,5,[0.37187263],[0.1101604],[0.29931],[0.5836402]
24,24,5,[0.3505246],[0.10242926],[0.29931],[0.55538315]
25,25,5,[0.4431066],[0.17611419],[0.29931],[0.65880156]
26,26,5,[0.710025],[0.07511356],[0.64869505],[0.80201995]
27,27,5,[0.6322354],[0.0082298],[0.62812054],[0.64869505]
28,28,5,[0.8342954],[0.06289543],[0.7874085],[0.9451924]
29,29,5,[0.8386238],[0.03367795],[0.8111259],[0.8798707]
30,30,5,[0.76304454],[0.07989424],[0.6978112],[0.8608946]
