,gen,nevals,avg,std,min,max
0,0,50,[0.93160266],[0.05757225],[0.7678656],[0.9948169]
1,1,5,[0.83031434],[0.05070193],[0.7889164],[0.8924113]
2,2,5,[0.7618891],[0.03178551],[0.74599636],[0.82546014]
3,3,5,[0.72278154],[0.00654222],[0.7175746],[0.73290056]
4,4,5,[0.8413752],[0.0036597],[0.83689326],[0.844434]
5,5,5,[0.7789754],[0.02176775],[0.76120216],[0.8056354]
6,6,5,[0.76585865],[0.00294724],[0.76438504],[0.77175313]
7,7,5,[0.7134195],[0.03144938],[0.6976948],[0.77631825]
8,8,5,[0.7239731],[0.06428476],[0.6456045],[0.78748876]
9,9,5,[0.7643421],[0.00895929],[0.75986254],[0.7822608]
10,10,5,[0.7964693],[0.],[0.7964693],[0.7964693]
11,11,5,[0.44968122],[0.13730104],[0.3375993],[0.6222848]
12,12,5,[0.6570248],[0.],[0.6570248],[0.6570248]
13,13,5,[0.7563223],[0.03497016],[0.7363346],[0.82611495]
14,14,5,[0.82283753],[0.02378584],[0.80341643],[0.85196906]
15,15,5,[0.7374943],[0.00939608],[0.73279625],[0.75628644]
16,16,5,[0.804704],[0.],[0.804704],[0.804704]
17,17,5,[0.64018995],[0.09078005],[0.56697744],[0.77242047]
18,18,5,[0.49942714],[0.18216142],[0.35069296],[0.7225284]
19,19,5,[0.7824485],[0.02576373],[0.76956666],[0.833976]
20,20,5,[0.6362828],[0.08815919],[0.59220326],[0.8126012]
21,21,5,[0.8167879],[0.01635433],[0.796758],[0.8301411]
22,22,5,[0.39616114],[0.1814276],[0.30544734],[0.7590164]
23,23,5,[0.65150726],[0.],[0.65150726],[0.65150726]
24,24,5,[0.68980706],[0.09009659],[0.6162435],[0.80015236]
25,25,5,[0.7359016],[0.00795238],[0.7294085],[0.74564123]
26,26,5,[0.81252384],[0.],[0.81252384],[0.81252384]
27,27,5,[0.6830419],[0.13409185],[0.61599594],[0.9512256]
28,28,5,[0.78778464],[0.],[0.78778464],[0.78778464]
29,29,5,[0.78412294],[0.05575967],[0.7562431],[0.8956423]
30,30,5,[0.62458843],[0.07410683],[0.587535],[0.7728021]
