,gen,nevals,avg,std,min,max
0,0,50,[0.92617965],[0.05653233],[0.8027232],[0.99416155]
1,1,5,[0.907989],[0.01562231],[0.8952335],[0.9271224]
2,2,5,[0.89054567],[0.00201056],[0.8895404],[0.8945668]
3,3,5,[0.89052886],[0.00274631],[0.8887916],[0.89598054]
4,4,5,[0.8887917],[5.9604645e-08],[0.8887916],[0.8887916]
5,5,5,[0.8887917],[5.9604645e-08],[0.8887916],[0.8887916]
6,6,5,[0.8887917],[5.9604645e-08],[0.8887916],[0.8887916]
7,7,5,[0.8887917],[5.9604645e-08],[0.8887916],[0.8887916]
8,8,5,[0.8887917],[5.9604645e-08],[0.8887916],[0.8887916]
9,9,5,[0.8887917],[5.9604645e-08],[0.8887916],[0.8887916]
10,10,5,[0.7962293],[0.04628115],[0.77308875],[0.8887916]
11,11,5,[0.82140225],[0.05917177],[0.77308875],[0.8938726]
12,12,5,[0.7606338],[0.06981734],[0.71287245],[0.8925407]
13,13,5,[0.71287245],[0.],[0.71287245],[0.71287245]
14,14,5,[0.71287245],[0.],[0.71287245],[0.71287245]
15,15,5,[0.71287245],[0.],[0.71287245],[0.71287245]
16,16,5,[0.71287245],[0.],[0.71287245],[0.71287245]
17,17,5,[0.71287245],[0.],[0.71287245],[0.71287245]
18,18,5,[0.71287245],[0.],[0.71287245],[0.71287245]
19,19,5,[0.71287245],[0.],[0.71287245],[0.71287245]
20,20,5,[0.71287245],[0.],[0.71287245],[0.71287245]
21,21,5,[0.71287245],[0.],[0.71287245],[0.71287245]
22,22,5,[0.6963266],[0.02026441],[0.6715079],[0.71287245]
23,23,5,[0.40886927],[0.15200159],[0.33286846],[0.71287245]
24,24,5,[0.33286846],[0.],[0.33286846],[0.33286846]
25,25,5,[0.33286846],[0.],[0.33286846],[0.33286846]
26,26,5,[0.33286846],[0.],[0.33286846],[0.33286846]
27,27,5,[0.33286846],[0.],[0.33286846],[0.33286846]
28,28,5,[0.33286846],[0.],[0.33286846],[0.33286846]
29,29,5,[0.33286846],[0.],[0.33286846],[0.33286846]
30,30,5,[0.33286846],[0.],[0.33286846],[0.33286846]
