,gen,nevals,avg,std,min,max
0,0,30,[0.9227828],[0.05921811],[0.74183106],[0.9966442]
1,1,5,[0.7834539],[0.],[0.7834539],[0.7834539]
2,2,5,[0.709052],[0.05523582],[0.6814341],[0.81952363]
3,3,5,[0.80834657],[0.04190598],[0.7741305],[0.85967076]
4,4,5,[0.3441844],[0.],[0.3441844],[0.3441844]
5,5,5,[0.40721336],[0.12605791],[0.3441844],[0.6593292]
6,6,5,[0.3441844],[0.],[0.3441844],[0.3441844]
7,7,5,[0.3441844],[0.],[0.3441844],[0.3441844]
8,8,5,[0.7410612],[0.03074707],[0.71596104],[0.7796524]
9,9,5,[0.6256536],[0.06552057],[0.5928933],[0.75669473]
10,10,5,[0.7404997],[0.0226949],[0.72915226],[0.7858895]
11,11,5,[0.8028585],[0.01267154],[0.7925121],[0.8183778]
12,12,5,[0.6816467],[0.09320646],[0.60556257],[0.79903364]
13,13,5,[0.6632234],[0.2919582],[0.30564904],[0.90160626]
14,14,5,[0.8085475],[0.00726855],[0.8049132],[0.8230846]
15,15,5,[0.8062606],[0.0026947],[0.8049132],[0.81165]
16,16,5,[0.7245732],[0.09465717],[0.672492],[0.91327643]
17,17,5,[0.8431374],[0.03501524],[0.8223158],[0.91230917]
18,18,5,[0.8446742],[0.01349297],[0.8336572],[0.8611996]
19,19,5,[0.84192973],[0.03188932],[0.8200039],[0.902013]
20,20,5,[0.78608906],[0.02003609],[0.76972973],[0.81062824]
21,21,5,[0.83285934],[0.05224576],[0.76972973],[0.89051527]
22,22,5,[0.8260247],[0.10634129],[0.61364937],[0.8828067]
23,23,5,[0.8478745],[0.02099102],[0.83737904],[0.8898566]
24,24,5,[0.7065577],[0.03043826],[0.6913386],[0.76743424]
25,25,5,[0.7361417],[0.01654696],[0.7278682],[0.7692356]
