,gen,nevals,avg,std,min,max
0,0,30,[0.9489433],[0.03792521],[0.832653],[0.9995859]
1,1,5,[0.8757683],[0.00541625],[0.87306017],[0.8866008]
2,2,5,[0.805031],[0.00722655],[0.79913056],[0.8138817]
3,3,5,[0.8438736],[0.04282121],[0.80891025],[0.8963187]
4,4,5,[0.8149959],[0.],[0.8149959],[0.8149959]
5,5,5,[0.78088105],[0.01291878],[0.77442163],[0.8067186]
6,6,5,[0.69622463],[0.06384759],[0.6440933],[0.77442163]
7,7,5,[0.79198575],[0.],[0.79198575],[0.79198575]
8,8,5,[0.79198575],[0.],[0.79198575],[0.79198575]
9,9,5,[0.79573625],[0.00459339],[0.79198575],[0.801362]
10,10,5,[0.7975704],[0.08864802],[0.72518957],[0.9061416]
11,11,5,[0.68871194],[0.08785754],[0.61697656],[0.796315]
12,12,5,[0.7797439],[0.13356161],[0.61697656],[0.9003853]
13,13,5,[0.63976556],[0.25646174],[0.32566535],[0.8491657]
14,14,5,[0.61842966],[0.],[0.61842966],[0.61842966]
15,15,5,[0.6572377],[0.03168662],[0.61842966],[0.6831097]
16,16,5,[0.47725695],[0.16715488],[0.39367953],[0.8115667]
17,17,5,[0.8169956],[0.02334437],[0.7989784],[0.85606587]
18,18,5,[0.9520885],[0.01546366],[0.93946236],[0.97102743]
19,19,5,[0.8563138],[0.],[0.8563138],[0.8563138]
20,20,5,[0.74811727],[0.10267429],[0.6282222],[0.8563138]
21,21,5,[0.7281906],[0.02027721],[0.718052],[0.76874506]
22,22,5,[0.7019273],[0.03224942],[0.63742846],[0.718052]
23,23,5,[0.6289529],[0.15418057],[0.50353533],[0.8381322]
24,24,5,[0.807483],[0.01115952],[0.80190325],[0.82980204]
25,25,5,[0.7148647],[0.],[0.7148647],[0.7148647]
