,gen,nevals,avg,std,min,max
0,0,30,[0.92698514],[0.04916827],[0.7735351],[0.9910663]
1,1,5,[0.76997554],[0.06499219],[0.7374794],[0.89995986]
2,2,5,[0.7758235],[0.02523868],[0.7632041],[0.8263008]
3,3,5,[0.6064542],[0.07025883],[0.5713247],[0.7469718]
4,4,5,[0.7027496],[0.10730799],[0.5713247],[0.79036623]
5,5,5,[0.80875605],[0.01204362],[0.7940057],[0.8185896]
6,6,5,[0.66378015],[0.05874448],[0.5918332],[0.71174484]
7,7,5,[0.6131378],[0.],[0.6131378],[0.6131378]
8,8,5,[0.6915595],[0.],[0.6915595],[0.6915595]
9,9,5,[0.6915595],[0.],[0.6915595],[0.6915595]
10,10,5,[0.6915595],[0.],[0.6915595],[0.6915595]
11,11,5,[0.78218395],[0.01049867],[0.77361184],[0.79504216]
12,12,5,[0.77361184],[0.],[0.77361184],[0.77361184]
13,13,5,[0.795513],[0.00227974],[0.79367334],[0.7988218]
14,14,5,[0.7626348],[0.03801427],[0.716077],[0.79367334]
15,15,5,[0.7908759],[0.00496404],[0.7883939],[0.800804]
16,16,5,[0.78494716],[0.00172338],[0.78408545],[0.7883939]
17,17,5,[0.818425],[0.00966599],[0.813592],[0.837757]
18,18,5,[0.83487445],[0.04256492],[0.813592],[0.9200043]
19,19,5,[0.81922275],[0.0113872],[0.81352913],[0.84199715]
20,20,5,[0.8257572],[0.00503528],[0.8195903],[0.8298685]
21,21,5,[0.8123609],[5.9604645e-08],[0.8123608],[0.8123608]
22,22,5,[0.6958664],[0.],[0.6958664],[0.6958664]
23,23,5,[0.67616016],[0.0241351],[0.64660084],[0.6958664]
24,24,5,[0.64045537],[0.07199559],[0.6044576],[0.7844466]
25,25,5,[0.87582934],[0.03531374],[0.8060488],[0.89937055]
