,gen,nevals,avg,std,min,max
0,0,30,[0.92249835],[0.05573895],[0.7729001],[0.98964274]
1,1,5,[0.8205598],[0.],[0.8205598],[0.8205598]
2,2,5,[0.67558223],[0.04070096],[0.6552317],[0.7569841]
3,3,5,[0.7748166],[0.06801972],[0.6915098],[0.83035445]
4,4,5,[0.67747974],[0.09475548],[0.60011226],[0.79353106]
5,5,5,[0.58560824],[0.01776373],[0.5638522],[0.60011226]
6,6,5,[0.61020935],[0.05677569],[0.5638522],[0.6797451]
7,7,5,[0.5905774],[0.04458382],[0.5682855],[0.6797451]
8,8,5,[0.5998922],[0.10655694],[0.53117114],[0.8062998]
9,9,5,[0.6977866],[0.13608344],[0.53117114],[0.81507]
10,10,5,[0.6588494],[0.10776168],[0.57122606],[0.80576044]
11,11,5,[0.32432848],[0.21199633],[0.15135576],[0.59634894]
12,12,5,[0.7267354],[0.03488611],[0.698251],[0.769462]
13,13,5,[0.46828157],[0.13912304],[0.3987201],[0.7465277]
14,14,5,[0.48109683],[0.16475356],[0.3987201],[0.810604]
15,15,5,[0.53479594],[0.],[0.53479594],[0.53479594]
16,16,5,[0.53479594],[0.],[0.53479594],[0.53479594]
17,17,5,[0.5712273],[0.07286265],[0.53479594],[0.71695256]
18,18,5,[0.7321477],[0.03955726],[0.6912446],[0.7981205]
19,19,5,[0.26165882],[0.],[0.26165882],[0.26165882]
20,20,5,[0.5504999],[0.15588877],[0.4232173],[0.7414239]
21,21,5,[0.34329015],[0.],[0.34329015],[0.34329015]
22,22,5,[0.63123584],[0.05256265],[0.60495454],[0.73636115]
23,23,5,[0.7619505],[0.01775536],[0.7530728],[0.7974612]
24,24,5,[0.7530728],[0.],[0.7530728],[0.7530728]
25,25,5,[0.7617325],[0.01731944],[0.7530728],[0.7963714]
