,gen,nevals,avg,std,min,max
0,0,50,[0.92182547],[0.05928511],[0.7207464],[0.9970359]
1,1,5,[0.859941],[0.04530673],[0.82318854],[0.9232222]
2,2,5,[0.8231886],[5.9604645e-08],[0.82318854],[0.82318854]
3,3,5,[0.8231886],[5.9604645e-08],[0.82318854],[0.82318854]
4,4,5,[0.8231886],[5.9604645e-08],[0.82318854],[0.82318854]
5,5,5,[0.8231886],[5.9604645e-08],[0.82318854],[0.82318854]
6,6,5,[0.8231886],[5.9604645e-08],[0.82318854],[0.82318854]
7,7,5,[0.8231886],[5.9604645e-08],[0.82318854],[0.82318854]
8,8,5,[0.8231886],[5.9604645e-08],[0.82318854],[0.82318854]
9,9,5,[0.8231886],[5.9604645e-08],[0.82318854],[0.82318854]
10,10,5,[0.8112587],[0.0059649],[0.8082763],[0.82318854]
11,11,5,[0.8082763],[0.],[0.8082763],[0.8082763]
12,12,5,[0.7871735],[0.01723036],[0.77310497],[0.8082763]
13,13,5,[0.7750219],[9.805425e-05],[0.77494186],[0.775142]
14,14,5,[0.775142],[0.],[0.775142],[0.775142]
15,15,5,[0.775142],[0.],[0.775142],[0.775142]
16,16,5,[0.775142],[0.],[0.775142],[0.775142]
17,17,5,[0.6762148],[0.04946358],[0.65148306],[0.775142]
18,18,5,[0.65148306],[0.],[0.65148306],[0.65148306]
19,19,5,[0.65148306],[0.],[0.65148306],[0.65148306]
20,20,5,[0.65148306],[0.],[0.65148306],[0.65148306]
21,21,5,[0.65148306],[0.],[0.65148306],[0.65148306]
22,22,5,[0.65148306],[0.],[0.65148306],[0.65148306]
23,23,5,[0.65148306],[0.],[0.65148306],[0.65148306]
24,24,5,[0.65148306],[0.],[0.65148306],[0.65148306]
25,25,5,[0.6374658],[0.01144504],[0.62812096],[0.65148306]
26,26,5,[0.6633223],[0.04409978],[0.6412724],[0.7515219]
27,27,5,[0.6601971],[0.07943169],[0.61402035],[0.8176517]
28,28,5,[0.62900543],[0.01835291],[0.61402035],[0.65148306]
29,29,5,[0.6223637],[0.01455967],[0.6150839],[0.65148306]
30,30,5,[0.6150839],[0.],[0.6150839],[0.6150839]
