,gen,nevals,avg,std,min,max
0,0,50,[0.942904],[0.04442523],[0.8054936],[1.0028222]
1,1,5,[0.7839699],[0.01691266],[0.7701608],[0.8046836]
2,2,5,[0.7730268],[0.00932435],[0.7654136],[0.78444684]
3,3,5,[0.8488022],[0.00465069],[0.84310627],[0.85259944]
4,4,5,[0.56039],[0.],[0.56039],[0.56039]
5,5,5,[0.75954837],[0.00684907],[0.7458502],[0.7629729]
6,6,5,[0.6530056],[0.07575171],[0.61512977],[0.80450904]
7,7,5,[0.7122587],[0.09520597],[0.6646557],[0.9026706]
8,8,5,[0.61580515],[0.06438103],[0.58361465],[0.7445672]
9,9,5,[0.591615],[0.06325117],[0.5599894],[0.7181173]
10,10,5,[0.3495385],[0.],[0.3495385],[0.3495385]
11,11,5,[0.7399727],[0.00216715],[0.7388891],[0.744307]
12,12,5,[0.75513756],[0.],[0.75513756],[0.75513756]
13,13,5,[0.76672155],[0.00427879],[0.7632279],[0.7719619]
14,14,5,[0.8289126],[0.00277635],[0.82664573],[0.83231294]
15,15,5,[0.8179308],[0.04214019],[0.78502434],[0.8867549]
16,16,5,[0.8374832],[0.05746868],[0.7703389],[0.9050633]
17,17,5,[0.8021959],[0.00266192],[0.7989358],[0.8043694]
18,18,5,[0.7959949],[0.01706042],[0.7751031],[0.8101801]
19,19,5,[0.91359746],[0.01419988],[0.90200335],[0.9309887]
20,20,5,[0.74695724],[0.00585581],[0.742176],[0.7541291]
21,21,5,[0.72293866],[0.09379689],[0.6760402],[0.9105324]
22,22,5,[0.71360016],[0.04712797],[0.6751203],[0.77131987]
23,23,5,[0.7906933],[0.02974818],[0.7758192],[0.8501896]
24,24,5,[0.7730112],[0.08568668],[0.60163784],[0.81585455]
25,25,5,[0.84062463],[0.0472448],[0.80204934],[0.8984874]
26,26,5,[0.8449314],[0.03040218],[0.8133292],[0.88067645]
27,27,5,[0.84121025],[0.03172946],[0.8228846],[0.9041605]
28,28,5,[0.88608676],[0.05722662],[0.8369692],[0.9560981]
29,29,5,[0.74165314],[0.1474114],[0.6213393],[0.92863953]
30,30,5,[0.72981155],[0.10766006],[0.5979554],[0.8177156]
